Index,SongID,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms
60,4ZtFanR9U6ndgddUvNcjcG,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,178147
61,7BoobGhD4x5K96Me0hqC8Q,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931,122773
62,5K6Ssv4Z3zRvxt0P6EKUAP,0.595,0.784,1,-4.878,1,0.102,0.216,0.0,0.0608,0.479,124.111,183726
63,1rek5HfnFLCDbike8u23ur,0.548,0.805,7,-5.732,1,0.351,0.212,0.000405,0.408,0.649,142.096,216387
64,5iCY0TXNImK4hyKfcplQsg,0.475,0.124,2,-9.463,1,0.0444,0.926,0.0,0.0972,0.19,94.42,207310
65,1rN9QoVxw5U7TJkyaUR8C1,0.508,0.889,7,-2.755,0,0.0862,0.0495,0.0,0.0984,0.332,135.014,238360
66,5iCY0TXNImK4hyKfcplQsg,0.475,0.124,2,-9.463,1,0.0444,0.926,0.0,0.0972,0.19,94.42,207310
67,1rN9QoVxw5U7TJkyaUR8C1,0.508,0.889,7,-2.755,0,0.0862,0.0495,0.0,0.0984,0.332,135.014,238360
68,2XpV9sHBexcNrz0Gyf3l18,0.536,0.966,6,-2.93,0,0.0557,0.12,0.0,0.0477,0.85,152.078,215707
69,1sfCj3Z2NO0hJuh9Go9Tff,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,239836
70,1BncfTJAWxrsxyT9culBrj,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,315427
71,57BGVV6wcyhbn3hsjlqEZB,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18e-06,0.251,0.305,61.311,135747
72,2r6OAV3WsYtXuXjvJ1lIDi,0.905,0.647,10,-5.065,0,0.107,0.0187,0.0,0.282,0.367,130.97,190534
73,2AlYncTpVHKwHb55F9lF6O,0.868,0.479,4,-6.687,0,0.445,0.703,0.0,0.102,0.776,133.928,115200
74,3Byz6Mk9WCNYeGthiDVti2,0.701,0.554,1,-5.909,1,0.187,0.217,1.45e-06,0.419,0.0634,97.129,235187
75,6gbiTbclnHlmSIPfmF2zEc,0.828,0.434,5,-10.609,1,0.301,0.0394,0.0,0.0806,0.38,115.071,131600
76,3fGW43fnu3OHEw6ohTC2Bw,0.572,0.759,2,-4.312,1,0.0506,0.127,0.0,0.224,0.519,80.95,163733
77,6gbiTbclnHlmSIPfmF2zEc,0.828,0.434,5,-10.609,1,0.301,0.0394,0.0,0.0806,0.38,115.071,131600
78,5iCY0TXNImK4hyKfcplQsg,0.475,0.124,2,-9.463,1,0.0444,0.926,0.0,0.0972,0.19,94.42,207310
79,0PMNxtgeNSmPPp4aiA4T8F,0.474,0.792,5,-3.302,1,0.051,0.0662,1.09e-06,0.277,0.31,141.926,251831
80,06kxa3al7bUqRRo5nAFduZ,0.494,0.651,11,-4.127,0,0.0384,0.0819,0.0,0.104,0.162,149.979,222400
81,5O2P9iiztwhomNh8xkR9lJ,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,226600
82,2O9O26335YYVckmRgPKY3s,0.524,0.882,5,-3.038,1,0.0367,0.108,1.1e-06,0.071,0.399,119.94,204547
83,6lanRgr6wXibZr8KgzXxBl,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,285120
84,3I4cCWNM3jK1Hhk5Qs3rPF,0.292,0.945,4,-6.772,1,0.193,0.178,0.0767,0.348,0.0615,162.172,300173
85,7hn8Q8WAxFdL4aZ159GI7C,0.272,0.281,10,-8.131,1,0.0307,0.618,0.0,0.111,0.152,138.856,305893
86,3b34OS7148VGiURvWTYweJ,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
87,1BncfTJAWxrsxyT9culBrj,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,315427
88,1BncfTJAWxrsxyT9culBrj,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,315427
89,44LTFkrvoxE2qflp8GEqKw,0.472,0.612,0,-10.982,1,0.0424,0.448,0.823,0.41,0.499,92.998,109896
90,6bdq6oMieSnPmcwrolEQgV,0.0916,0.0271,0,-27.397,0,0.0404,0.945,0.847,0.0892,0.0594,55.269,127615
91,62G1ewSNbKaxSMqcmfgxeq,0.437,0.022,11,-29.447,0,0.04,0.976,0.916,0.11,0.0791,99.971,74046
92,3mPt3UzwsHD5YBgui50BED,0.322,0.257,5,-19.638,1,0.0359,0.387,0.906,0.0889,0.0378,60.344,78496
93,0Bnh732W1DVmnXtV6mhk1U,0.276,0.0985,5,-28.017,0,0.0342,0.989,0.907,0.0795,0.125,134.587,66448
94,17hoQV3FJxZnJUvccgAjLF,0.352,0.0774,9,-24.864,0,0.0345,0.946,0.877,0.118,0.138,108.077,184294
95,4ZtFanR9U6ndgddUvNcjcG,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,178147
96,748mdHapucXQri7IAO8yFK,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,208867
97,5nujrmhLynf4yMoMtj8AQF,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064
98,1mWdTewIgB3gtBM3TOSFhB,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,164442
99,1SC5rEoYDGUK4NfG82494W,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781,137704
100,5iCY0TXNImK4hyKfcplQsg,0.475,0.124,2,-9.463,1,0.0444,0.926,0.0,0.0972,0.19,94.42,207310
101,1xtkLqZcGPQZP9549WlmfH,0.534,0.159,7,-14.304,1,0.0288,0.917,0.0,0.109,0.184,80.047,200438
102,5iCY0TXNImK4hyKfcplQsg,0.475,0.124,2,-9.463,1,0.0444,0.926,0.0,0.0972,0.19,94.42,207310
103,5iCY0TXNImK4hyKfcplQsg,0.475,0.124,2,-9.463,1,0.0444,0.926,0.0,0.0972,0.19,94.42,207310
104,2ePtv8MlBO9nuuXABqAfEX,0.748,0.734,0,-6.499,1,0.124,0.524,1.15e-05,0.0975,0.368,97.753,80081
105,02Ic9pia5uuFFF0DZmidaz,0.507,0.828,10,-6.023,1,0.0449,0.00711,2.44e-05,0.261,0.489,178.032,211295
106,3UjGudrhckjEQjKHLR3p5G,0.751,0.857,1,-4.385,0,0.0752,0.31,0.0,0.0801,0.501,104.984,151999
107,3UjGudrhckjEQjKHLR3p5G,0.751,0.857,1,-4.385,0,0.0752,0.31,0.0,0.0801,0.501,104.984,151999
108,2ePtv8MlBO9nuuXABqAfEX,0.748,0.734,0,-6.499,1,0.124,0.524,1.15e-05,0.0975,0.368,97.753,80081
109,02Ic9pia5uuFFF0DZmidaz,0.507,0.828,10,-6.023,1,0.0449,0.00711,2.44e-05,0.261,0.489,178.032,211295
110,5sbkFKdxVQ2FgEjKMvrHAL,0.344,0.873,10,-3.387,1,0.221,0.0932,0.0,0.153,0.307,170.041,192353
111,7mAB9uFSQHhbbicE5Fy5HA,0.471,0.335,4,-8.767,0,0.0273,0.593,2.11e-05,0.297,0.111,145.252,243907
112,5iCY0TXNImK4hyKfcplQsg,0.475,0.124,2,-9.463,1,0.0444,0.926,0.0,0.0972,0.19,94.42,207310
113,74kCarkFBzXYXNkkYJIsG0,0.699,0.299,6,-12.599,1,0.0403,0.869,0.0,0.0724,0.459,118.969,212773
114,0zHZSO80CTxNtvtRhveHRJ,0.63,0.729,6,-4.93,1,0.0287,0.123,8e-06,0.0786,0.44,127.919,234737
115,0pWcUM0z72DhTW7j0fa0QM,0.338,0.459,2,-8.827,1,0.027,0.533,1.33e-05,0.22,0.32,81.203,255739
116,4v7DgEMw6EvYyuQ4eWFD9l,0.735,0.584,1,-5.047,1,0.14,0.189,0.0,0.125,0.395,93.016,219187
117,48EDM7iimVXiKEOdo4AJk6,0.657,0.582,1,-6.735,1,0.0646,0.113,0.0,0.182,0.574,82.023,200861
118,1eqwjXdMTed8Pz3PLNcHe9,0.614,0.605,0,-5.63,1,0.0319,0.21,0.0,0.162,0.333,127.099,217867
119,2XkujSisSbHTexbzVHHvYl,0.333,0.637,1,-4.904,0,0.0581,0.131,1.8e-05,0.149,0.132,139.898,172693
120,2gMXnyrvIjhVBUZwvLZDMP,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,215107
121,1iWHabUgUuuKLBa0TzTHfk,0.302,0.414,2,-8.16,1,0.0319,0.0575,0.0,0.0861,0.105,110.508,242956
122,5IF6IBPqbclVR7SQKmCIyA,0.703,0.628,0,-5.914,1,0.203,0.364,0.0,0.384,0.471,138.032,205217
123,5WtfUKzXircvW8l5aaVZWT,0.516,0.467,0,-6.184,1,0.0302,0.662,0.0,0.0853,0.386,132.861,173307
124,1BncfTJAWxrsxyT9culBrj,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,315427
125,1BncfTJAWxrsxyT9culBrj,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,315427
126,1BncfTJAWxrsxyT9culBrj,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,315427
127,1BncfTJAWxrsxyT9culBrj,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,315427
128,7xEX406hnVXC7mDfkts2jc,0.578,0.194,9,-19.643,0,0.0381,0.991,0.919,0.0545,0.0596,100.02,284616
129,5tE3p4vIwoqUZLkKF2PNeB,0.331,0.0451,9,-24.527,0,0.0337,0.908,0.931,0.0893,0.0381,95.954,243209
130,5tE3p4vIwoqUZLkKF2PNeB,0.331,0.0451,9,-24.527,0,0.0337,0.908,0.931,0.0893,0.0381,95.954,243209
131,5tE3p4vIwoqUZLkKF2PNeB,0.331,0.0451,9,-24.527,0,0.0337,0.908,0.931,0.0893,0.0381,95.954,243209
132,5tE3p4vIwoqUZLkKF2PNeB,0.331,0.0451,9,-24.527,0,0.0337,0.908,0.931,0.0893,0.0381,95.954,243209
133,5tE3p4vIwoqUZLkKF2PNeB,0.331,0.0451,9,-24.527,0,0.0337,0.908,0.931,0.0893,0.0381,95.954,243209
134,5tE3p4vIwoqUZLkKF2PNeB,0.331,0.0451,9,-24.527,0,0.0337,0.908,0.931,0.0893,0.0381,95.954,243209
135,5tE3p4vIwoqUZLkKF2PNeB,0.331,0.0451,9,-24.527,0,0.0337,0.908,0.931,0.0893,0.0381,95.954,243209
136,5tE3p4vIwoqUZLkKF2PNeB,0.331,0.0451,9,-24.527,0,0.0337,0.908,0.931,0.0893,0.0381,95.954,243209
137,5tE3p4vIwoqUZLkKF2PNeB,0.331,0.0451,9,-24.527,0,0.0337,0.908,0.931,0.0893,0.0381,95.954,243209
138,5tE3p4vIwoqUZLkKF2PNeB,0.331,0.0451,9,-24.527,0,0.0337,0.908,0.931,0.0893,0.0381,95.954,243209
139,1eqwjXdMTed8Pz3PLNcHe9,0.614,0.605,0,-5.63,1,0.0319,0.21,0.0,0.162,0.333,127.099,217867
140,6Zc5f20q7sOe1IC1c1jQvZ,0.744,0.514,6,-6.103,1,0.0746,0.355,0.0,0.184,0.449,136.013,228816
141,5p7ujcrUXASCNwRaWNHR1C,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661
142,45bE4HXI0AwGZXfZtMp8JR,0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148,169266
143,3b34OS7148VGiURvWTYweJ,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
144,3b34OS7148VGiURvWTYweJ,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
145,3b34OS7148VGiURvWTYweJ,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
146,3b34OS7148VGiURvWTYweJ,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
147,3b34OS7148VGiURvWTYweJ,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
148,3b34OS7148VGiURvWTYweJ,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
149,3b34OS7148VGiURvWTYweJ,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
150,3UjGudrhckjEQjKHLR3p5G,0.751,0.857,1,-4.385,0,0.0752,0.31,0.0,0.0801,0.501,104.984,151999
