SongName,EndTime,ArtistName,msPlayed,SongID,Popularity
Feel Good (feat. Daya),2021-07-23 21:00,Gryffin,230550,7MAibcTli4IisCtbHKrGMh,87
Umbrella,2021-07-23 21:04,Ember Island,237793,4y4spB9m0Q6026KfkAvy9Q,80
Umbrella,2021-07-23 21:07,Ember Island,101084,6UelLqGlWMcVH1E5c4H7lY,90
Hold On,2021-07-23 21:07,Justin Bieber,7830,3CRDbSIZ4r5MsZ0YwxuEkn,86
Something Just Like This,2021-07-23 21:10,The Chainsmokers,9230,45bE4HXI0AwGZXfZtMp8JR,88
Righteous,2021-07-23 21:10,Juice WRLD,150430,28TpzUIZmbj2Va4E0FkcFa,49
Cold Skin,2021-07-23 21:12,Seven Lions,1690,4Q1p1yb2ri1t920HOxuwqZ,60
Good Things Fall Apart (with Jon Bellion),2021-07-23 21:12,ILLENIUM,118400,5o5m5E8wtEB2BMr1gwI9Gc,40
Better Not (with Wafia),2021-07-23 21:12,Louis The Child,2200,4ZtFanR9U6ndgddUvNcjcG,95
One More Day (with Chandler Leighton),2021-07-23 21:12,Jason Ross,950,4xqrdfXkTW4T0RauPLv3WA,88
I Love You.,2021-07-23 21:12,Kaivon,690,3vSLSOhE8HWBC2WiN0j0hD,64
I Get You,2021-07-23 21:12,Kasbo,640,4lLtanYk6tkMvooU0tWzG8,81
Look at the Sky,2021-07-23 21:12,Porter Robinson,570,02Ic9pia5uuFFF0DZmidaz,0
Line Of Sight (Reprise) (feat. WYNNE & Mansionair),2021-07-23 21:12,ODESZA,550,5O2P9iiztwhomNh8xkR9lJ,85
Only One I Need,2021-07-23 21:12,William Black,23730,1SgUjGzbmmMOsGFTVwQ59L,76
Nightlight,2021-07-23 21:13,ILLENIUM,51760,1SgUjGzbmmMOsGFTVwQ59L,76
Nightlight,2021-07-24 14:08,ILLENIUM,43410,5O2P9iiztwhomNh8xkR9lJ,85
All Eyes On Me,2021-07-24 14:13,Bo Burnham,302950,0qOnSQQF0yzuPWsXrQ9paz,84
All Eyes On Me,2021-07-24 14:15,Bo Burnham,108009,72Zxa0ua3FOyfARL5gvhQn,0
Let You Know,2021-07-24 14:18,Flume,199579,20U4dch5pfxEr6ww1S9tm4,0
Strong,2021-07-24 14:22,London Grammar,112571,3Jy0dWV5AnnfyTvHK6UWof,63
STAY (with Justin Bieber),2021-07-24 15:23,The Kid LAROI,36870,58qX77t2VWMWcycsh9zKLc,74
Just A Mess,2021-07-24 20:43,Tones And I,320,4pvb0WLRcMtbPGmtejJJ6y,83
Renegade (feat. Taylor Swift),2021-07-24 20:43,Big Red Machine,820,2Svlb4Z8L8L1CYoJTLlvw6,54
You Right,2021-07-24 20:43,Doja Cat,870,4xqrdfXkTW4T0RauPLv3WA,88
STAY (with Justin Bieber),2021-07-24 20:43,The Kid LAROI,132920,4xqrdfXkTW4T0RauPLv3WA,88
Bad Habits,2021-07-24 20:46,Ed Sheeran,231041,0bMbDctzMmTyK2j74j3nF3,78
Reckless,2021-07-24 20:50,Madison Beer,203384,2x0RZdkZcD8QRI53XT4GI5,75
Demeanor (feat. Dua Lipa),2021-07-24 20:52,Pop Smoke,98904,5g1BARk25uUJtEPSUwcjnU,72
Payphone,2021-07-25 18:00,Maroon 5,231173,7arsXR8AtExnOFN3v3HiJI,72
Good Life (with G-Eazy & Kehlani),2021-07-25 18:04,G-Eazy,225520,3cHyrEgdyYRjgJKSOiOtcS,82
Love The Way You Lie,2021-07-25 18:19,Eminem,218729,5iCY0TXNImK4hyKfcplQsg,69
Love The Way You Lie,2021-07-26 05:22,Eminem,44850,6i0V12jOa3mr6uu4WYhUBr,83
Bamboléo,2021-07-26 05:23,Gipsy Kings,42800,5iCY0TXNImK4hyKfcplQsg,69
Feel This Moment (feat. Christina Aguilera),2021-07-26 05:25,Pitbull,4818,0fsEFwLSJTSHSawhe864Cp,69
Feel This Moment (feat. Christina Aguilera),2021-07-26 05:25,Pitbull,147952,4JeOesjcWWlprTAvucDSJX,81
Just Like You,2021-07-26 05:26,Louis Tomlinson,4183,0CHvs1UmxA90B2apIpbWCC,58
Peaches (feat. Daniel Caesar & Giveon),2021-07-26 05:26,Justin Bieber,2680,0gqcMEBHKjJ41KanVZWI9d,43
Cheating on You,2021-07-26 05:28,Charlie Puth,91703,6VnLn1tg0c8H8QpwPADBaz,51
SOS (feat. Aloe Blacc),2021-07-26 07:10,Avicii,12738,6VnLn1tg0c8H8QpwPADBaz,51
My House,2021-07-26 07:10,Flo Rida,1051,6VnLn1tg0c8H8QpwPADBaz,51
Say My Name,2021-07-26 07:10,David Guetta,152143,1P17dC1amhFzptugyAO7Il,80
Cheerleader - Felix Jaehn Remix Radio Edit,2021-07-26 07:13,OMI,180565,4RATA8PsuYPzqnvxuif6Rq,0
SOS (feat. Aloe Blacc),2021-07-26 07:14,Avicii,2746,4y4spB9m0Q6026KfkAvy9Q,80
Cheerleader - Felix Jaehn Remix Radio Edit,2021-07-26 07:14,OMI,2828,3dYD57lRAUcMHufyqn9GcI,85
Hope,2021-07-26 07:17,The Chainsmokers,180120,3pKAXCV7hEAfTTtNkY2r35,0
Don't Leave Me Now,2021-07-26 07:20,Lost Frequencies,195079,6HU7h9RYOaPRFeh0R3UeAr,90
Another Life (feat. Alida),2021-07-26 07:24,Lucas & Steve,212468,12OLyHDxt6dqlAybSPFBK3,75
Higher (feat. iann dior) - Dimitri Vegas & Like Mike Remix,2021-07-26 07:41,Clean Bandit,15248,1Xi84slp6FryDSCbzq4UCD,84
exile (feat. Bon Iver),2021-07-26 11:17,Taylor Swift,284573,4cbdPT6uaBOgOQe3fLMofl,67
Sleepover,2021-07-26 11:22,Litany,5876,4RATA8PsuYPzqnvxuif6Rq,0
Lost,2021-07-26 11:22,bülow,1869,50kpGaPAhYJ3sGmk6vplg0,84
All My Friends,2021-07-26 11:22,AJ Mitchell,128,3dYD57lRAUcMHufyqn9GcI,85
Astronomy,2021-07-26 11:22,Conan Gray,243907,29VLdEqFvd0l4JFscCnrp7,66
Glad You Came,2021-07-26 11:22,The Wanted,445,5ajjAnNRh8bxFvaVHzpPjh,84
Kiss Me More (feat. SZA),2021-07-26 11:23,Doja Cat,4315,5ajjAnNRh8bxFvaVHzpPjh,84
No Lie,2021-07-26 11:26,Sean Paul,221176,2K87XMYnUMqLcX3zvtAF4G,82
The Blower's Daughter,2021-07-26 11:29,Damien Rice,3078,7BKLCZ1jbUBVqRi2FVlTVw,86
Not Allowed,2021-07-26 11:29,TV Girl,1005,127uq83uGFapbddqiMUKky,78
Brush Fire,2021-07-26 11:29,Gracie Abrams,137548,6D72WFltGvVYuHMzQocBEY,48
Just Like You,2021-07-26 11:32,Louis Tomlinson,205217,5z8fBFeq3dCky5lPNrGuQx,0
Shots,2021-07-26 11:36,Imagine Dragons,232333,0bMbDctzMmTyK2j74j3nF3,78
Animals,2021-07-26 11:40,Maroon 5,231013,1sgDyuLooyvEML4oHspNza,76
Butterflies,2021-07-26 11:44,MAX,191250,3Z8FwOEN59mRMxDCtb8N0A,80
Peaches (feat. Daniel Caesar & Giveon),2021-07-26 11:47,Justin Bieber,198081,0mV43B6pJWRjcM5TmzNe6d,77
Shower,2021-07-26 11:51,Becky G,206166,1vvNmPOiUuyCbgWmtc6yfm,77
Believer,2021-07-26 11:55,Imagine Dragons,204346,1l446Y9bxffR2hXpz2ovWb,0
Perfect,2021-07-26 12:00,One Direction,230333,3hNUBrC2TTPWBNxtW2ZFzh,24
Radioactive,2021-07-26 12:03,Imagine Dragons,186813,5g1BARk25uUJtEPSUwcjnU,72
I Like Me Better,2021-07-26 12:06,Anthony de la Torre,180035,7vGuf3Y35N4wmASOKLUVVU,82
Break My Heart Myself (feat. Travis Barker),2021-07-26 12:08,Bebe Rexha,151999,0YammaEkYSeo9vQYZ1OwS6,75
I'm a Mess,2021-07-26 12:12,Bebe Rexha,195519,0YammaEkYSeo9vQYZ1OwS6,75
Lost Cause,2021-07-26 12:13,Billie Eilish,2151,58kZ9spgxmlEznXGu6FPdQ,72
dancing in the kitchen,2021-07-26 12:13,LANY,0,0YammaEkYSeo9vQYZ1OwS6,75
Emptiness,2021-07-26 12:13,Zodiac Wave,3183,4qu63nuBpdn0qHUHuObEj1,87
t r a n s p a r e n t s o u l feat. Travis Barker,2021-07-26 12:13,WILLOW,46906,4keoy2fqgwGnbWlm3ZVZFa,73
Cheating on You,2021-07-26 12:21,Charlie Puth,196606,12yj178KaJo8PrddT0StaL,69
closure,2021-07-26 12:25,Taylor Swift,0,1Xi84slp6FryDSCbzq4UCD,84
anxiety (with FRND),2021-07-26 12:25,blackbear,191036,2fVHrSxsQbJUuj9MW9zG1e,75
Leave The Door Open,2021-07-26 12:25,Bruno Mars,0,3UechF8u88C4qkP6jkctNS,54
Lonely (with benny blanco),2021-07-26 12:25,Justin Bieber,2305,20U4dch5pfxEr6ww1S9tm4,0
Watermelon Sugar,2021-07-26 12:25,Harry Styles,4610,2ISSQPb9LHHiV6ng2NXosL,72
Stressed Out,2021-07-26 12:32,Twenty One Pilots,202333,0lYBSQXN6rCTvUZvg9S0lU,84
you broke me first,2021-07-26 12:35,Tate McRae,169265,7k51pIqTGEHHZOnpI11Qq2,73
Why Did I Answer?,2021-07-26 12:36,Porsche Love,98507,2h6HdN3oPr4JijIQV29hv1,56
If I Could,2021-07-26 12:40,Brynn Cartelli,198187,5HCyWlXZPP0y6Gqq8TgA20,97
I Got You - Cheat Codes Remix,2021-07-26 12:44,Bebe Rexha,199599,7GMJKtOtcOAXzV8oxCBr5i,0
good 4 u,2021-07-26 12:47,Olivia Rodrigo,178146,5HCyWlXZPP0y6Gqq8TgA20,97
Heather,2021-07-26 12:50,Conan Gray,198040,7AhlMDKQelsNkWvFeZvmtC,64
Nothing's the Same,2021-07-26 12:53,Alexander 23,175135,7mAB9uFSQHhbbicE5Fy5HA,0
Grenade,2021-07-26 12:57,Bruno Mars,223253,2XkujSisSbHTexbzVHHvYl,0
Higher Power,2021-07-26 12:59,Coldplay,103011,1eqwjXdMTed8Pz3PLNcHe9,67
Night Changes,2021-07-26 12:59,One Direction,1566,6AtjimTjYWhch6tMf8f75b,0
seaside_demo,2021-07-26 12:59,SEB,2715,1QL7nSDZCwZMnbisV4KOXt,77
seaside_demo,2021-07-26 13:01,SEB,132000,79esEXlqqmq0GPz0xQSZTV,74
Night Changes,2021-07-26 13:05,One Direction,226600,79esEXlqqmq0GPz0xQSZTV,74
Stereo Hearts (feat. Adam Levine),2021-07-26 13:08,Gym Class Heroes,210960,7s2kWabRM60W9I61HpKg8C,73
Hold On,2021-07-26 13:12,Justin Bieber,4372,0fsEFwLSJTSHSawhe864Cp,69
Hymn for the Weekend - Seeb Remix,2021-07-26 13:12,Coldplay,212647,3lIxtCaROdRDuTnNBDm3n2,77
Bright Eyes,2021-07-26 13:12,Art Garfunkel,655,3vSLSOhE8HWBC2WiN0j0hD,64
i don't want to watch the world end with someone else,2021-07-26 13:12,Clinton Kane,1273,7Dyq1bhhjknLKEGg4k5NLr,61
exile (feat. Bon Iver),2021-07-26 13:30,Taylor Swift,268608,1XGmzt0PVuFgQYYnV2It7A,84
Game of Thrones - Theme,2021-07-27 06:14,London Music Works,99379,2O9O26335YYVckmRgPKY3s,66
Heather,2021-07-28 19:23,Conan Gray,198040,6O20JhBJPePEkBdrB5sqRx,78
Heather,2021-07-28 19:25,Conan Gray,11961,4iJyoBOLtHqaGxP12qzhQI,91
"Alone, Pt. II",2021-07-28 19:28,Alan Walker,179052,5ajjAnNRh8bxFvaVHzpPjh,84
SOS (feat. Aloe Blacc),2021-07-28 19:30,Avicii,1314,7gqzrIO0qZPKkaqhIZ8ftz,0
Daylight,2021-07-28 19:30,Klaas,154557,4y4spB9m0Q6026KfkAvy9Q,80
Hero (feat. Christina Perri),2021-07-28 19:33,Cash Cash,197840,7gqzrIO0qZPKkaqhIZ8ftz,0
Going Dumb,2021-07-28 19:36,Alesso,168601,0pqnGHJpmpxLKifKRmU6WP,89
Timber (feat. Ke$ha),2021-07-28 19:37,Pitbull,85877,4lLtanYk6tkMvooU0tWzG8,81
Baarishein,2021-07-28 19:41,Anuv Jain,207309,7MAibcTli4IisCtbHKrGMh,87
Heathens,2021-07-28 19:43,Twenty One Pilots,3480,5O2P9iiztwhomNh8xkR9lJ,85
Baarishein,2021-07-28 19:43,Anuv Jain,35644,3UjGudrhckjEQjKHLR3p5G,59
Shots - Broiler Remix,2021-07-28 19:45,Imagine Dragons,112850,4nyF5lmSziBAt7ESAUjpbx,74
People Watching,2021-07-28 19:46,Conan Gray,77180,5kcsc92tGAjS0uvhDY3Mok,73
The Rains of Castamere,2021-07-28 19:46,Ramin Djawadi,20150,48QmG1dfvMuYLxMPt7KSRA,87
The Rains of Castamere (From the HBO® Series Game Of Thrones - Season 4),2021-07-28 19:48,Ramin Djawadi,75160,748mdHapucXQri7IAO8yFK,90
The Rains Of Castomere,2021-07-28 19:50,The National,145373,3G0T9gfKq0Wo6ofdWAOEa5,51
The Rains Of Castomere,2021-07-28 19:52,The National,144253,45bE4HXI0AwGZXfZtMp8JR,88
The Rains Of Castomere,2021-07-28 19:53,The National,25452,6i0V12jOa3mr6uu4WYhUBr,83
Look What You Made Me Do,2021-07-28 19:56,Taylor Swift,211853,6HU7h9RYOaPRFeh0R3UeAr,90
Talking to the Moon,2021-07-28 20:20,Bruno Mars,217866,58qX77t2VWMWcycsh9zKLc,74
Lonely (with benny blanco),2021-07-28 20:23,Justin Bieber,149189,58qX77t2VWMWcycsh9zKLc,74
Take Me To Church,2021-07-28 20:26,Hozier,241688,5HCyWlXZPP0y6Gqq8TgA20,97
The Blower's Daughter,2021-07-28 20:31,Damien Rice,286653,6aHoPULNO7pSL2ZfUY0bU8,79
Share,2021-07-28 20:35,Ruth B.,170240,6FuGJB290AQMAHTfjOYVaK,76
deja vu,2021-07-28 20:39,Olivia Rodrigo,215506,1BPBwKueIEMnUcbbs2te7B,75
Forever,2021-07-28 20:42,Lewis Capaldi,173945,7DgkSYT6vh3UAYQlFbsj6z,70
Arcade,2021-07-28 20:44,Duncan Laurence,163010,0b11D9D0hMOYCIMN3OKreM,81
Power is Power (feat. The Weeknd & Travis Scott),2021-07-29 06:55,SZA,211266,1SC5rEoYDGUK4NfG82494W,91
Talking to the Moon,2021-07-29 07:00,Bruno Mars,217866,5RqR4ZCCKJDcBLIn4sih9l,76
Love Yourself,2021-07-29 07:00,Justin Bieber,16670,4jPy3l0RUwlUI9T5XHBW2m,89
Take Me To Church,2021-07-29 07:04,Hozier,241688,5kcsc92tGAjS0uvhDY3Mok,73
Nobody,2021-07-29 07:08,Greyson Chance,189880,7GMJKtOtcOAXzV8oxCBr5i,0
Just My Type,2021-07-29 07:12,The Vamps,211360,1V6gIisPpYqgFeWbMLI0bA,82
Reckless,2021-07-29 07:23,Madison Beer,76214,4pvb0WLRcMtbPGmtejJJ6y,83
Reckless,2021-07-29 10:35,Madison Beer,93856,3Z8FwOEN59mRMxDCtb8N0A,80
Drag Me Down,2021-07-29 11:13,One Direction,13232,2oejEp50ZzPuQTQ6v54Evp,77
Closer,2021-07-29 11:16,The Chainsmokers,1792,127uq83uGFapbddqiMUKky,78
Sexy Bitch (feat. Akon),2021-07-29 11:16,David Guetta,181203,0b11D9D0hMOYCIMN3OKreM,81
Body Back (feat. Maia Wright) - Deniz Koyu Remix,2021-07-29 11:16,Gryffin,3169,0b11D9D0hMOYCIMN3OKreM,81
My House,2021-07-29 11:17,Flo Rida,8917,0Aqi7ArnBrGblW5T6p2jmD,84
"Alone, Pt. II",2021-07-29 11:23,Alan Walker,165169,0OI7AFifLSoGzpb8bdBLLV,75
Lose Somebody,2021-07-29 11:23,Kygo,4838,7KhzNtBj6hmB08fyJCIRb3,72
Be Kind (with Halsey),2021-07-29 11:27,Marshmello,172761,19m23w2ANVhtB7rApM6pbN,64
EveryTime I Cry,2021-07-29 11:30,Ava Max,177855,6MxMqCgqmekcr0VwSU7AVH,74
My Way,2021-07-29 11:34,Calvin Harris,164816,4cB00WOFuQFLoDpnydcx8c,62
Cloudy Day,2021-07-29 11:34,Tones And I,8897,3QGppKBPd9gHOgHJzRbVIw,65
All I Want (Floorplan Remix) [Extended Mix] (feat. Andrea Martin),2021-07-29 11:35,Secondcity,19379,4NUgJ9gYHuAhaT3bj9ONh3,64
Closer,2021-07-29 11:35,Jaden Thompson,710,0hBtrt4zaF98uzWtjLH1Ch,0
Lose My Mind,2021-07-29 11:35,DVBBS,1358,0hBtrt4zaF98uzWtjLH1Ch,0
Hero (feat. Christina Perri),2021-07-29 11:35,Cash Cash,15600,3mkz6eI4Sram8UhO3teU76,74
Silence,2021-07-29 11:35,Marshmello,4044,38nKfxyRrjYfx0ODX1W5yB,66
Say My Name,2021-07-29 11:45,David Guetta,22151,4f80SteKqaB6M2JytEUrwT,68
Say My Name,2021-07-29 12:40,David Guetta,80251,6jRq8gaZhMUyy5RclRPcAf,85
Sick Boy,2021-07-29 12:54,The Chainsmokers,3302,1wsZ0cp5He4Wm4yohNjwIs,69
Say My Name,2021-07-29 12:54,David Guetta,99933,4qeRLhbW4CszknXMSUYrS4,53
Leave Before You Love Me (with Jonas Brothers),2021-07-29 12:54,Marshmello,4814,4qeRLhbW4CszknXMSUYrS4,53
Happy Now,2021-07-29 12:54,Zedd,38733,4IuSFMbhtQsypAn4xIbsa7,49
What's Up,2021-07-29 12:54,Gaullin,0,1bKQ48M9onID2kbSpRy8kK,72
Arcade,2021-07-30 06:48,Duncan Laurence,187576,5VAZxxmwARQ6bMmNUYBong,50
Who Do You Love,2021-07-30 06:55,The Chainsmokers,69353,6lknMmJZALXxx7emwwZWLX,80
Impossible,2021-07-30 06:59,Shontelle,226533,5HCyWlXZPP0y6Gqq8TgA20,97
When I Need You,2021-07-30 07:01,Céline Dion,43099,5HCyWlXZPP0y6Gqq8TgA20,97
Hymn for the Weekend - Seeb Remix,2021-07-30 07:05,Coldplay,212647,6uBhi9gBXWjanegOb2Phh0,77
(They Long To Be) Close To You,2021-07-30 07:07,The Cranberries,153962,6uBhi9gBXWjanegOb2Phh0,77
Beautiful Now,2021-07-30 07:40,Zedd,218293,1eqwjXdMTed8Pz3PLNcHe9,67
Let Me Love You,2021-07-30 08:14,DJ Snake,107321,6O20JhBJPePEkBdrB5sqRx,78
Won't Bite (feat. Smino),2021-07-30 17:44,Doja Cat,910,5HCyWlXZPP0y6Gqq8TgA20,97
(They Long To Be) Close To You,2021-07-30 17:44,The Cranberries,1120,5HCyWlXZPP0y6Gqq8TgA20,97
Shots,2021-07-30 17:47,Imagine Dragons,186840,21CkzgKCBCq5V4XKjiGSIj,77
STAY (with Justin Bieber),2021-07-31 08:25,The Kid LAROI,141805,21CkzgKCBCq5V4XKjiGSIj,77
Radioactive,2021-07-31 08:30,Imagine Dragons,0,4ZtFanR9U6ndgddUvNcjcG,95
STAY (with Justin Bieber),2021-07-31 08:30,The Kid LAROI,14705,2fzp6ojPHvZaz4uHXxpJVk,53
anxiety (with FRND),2021-07-31 08:33,blackbear,191036,2fzp6ojPHvZaz4uHXxpJVk,53
Astronomy,2021-07-31 08:37,Conan Gray,243907,4JeOesjcWWlprTAvucDSJX,81
Wonder,2021-07-31 08:40,Shawn Mendes,172692,4qeRLhbW4CszknXMSUYrS4,53
Two of Us,2021-07-31 08:44,Louis Tomlinson,217866,5kcsc92tGAjS0uvhDY3Mok,73
Lost Cause,2021-07-31 08:47,Billie Eilish,212496,5kcsc92tGAjS0uvhDY3Mok,73
t r a n s p a r e n t s o u l feat. Travis Barker,2021-07-31 08:50,WILLOW,168030,5dOxHHMOFAbG3VH23t0xNm,80
Lost In Japan,2021-07-31 09:07,Shawn Mendes,139552,1SC5rEoYDGUK4NfG82494W,91
Lost In Japan,2021-07-31 09:41,Shawn Mendes,198144,1rek5HfnFLCDbike8u23ur,0
Solar Power,2021-07-31 09:41,Lorde,21450,5HCyWlXZPP0y6Gqq8TgA20,97
Shots - Broiler Remix,2021-07-31 09:44,Imagine Dragons,191000,5HCyWlXZPP0y6Gqq8TgA20,97
She's My Collar (feat. Kali Uchis),2021-07-31 09:45,Gorillaz,32983,6uBhi9gBXWjanegOb2Phh0,77
Nothing's the Same,2021-07-31 09:45,Alexander 23,4646,5T7DUEeAj0hkMLTzIlDCRz,57
Hold It Against Me,2021-07-31 09:49,Britney Spears,228826,26gXWzhL8DZJSU5sODhVTs,72
Payphone,2021-07-31 09:53,Maroon 5,231173,26gXWzhL8DZJSU5sODhVTs,72
Alive,2021-07-31 09:56,Empire of the Sun,204546,2q4rjDy9WhaN3o9MvDbO21,79
Diamonds,2021-07-31 10:00,Rihanna,225146,5RqR4ZCCKJDcBLIn4sih9l,76
Peaches (feat. Daniel Caesar & Giveon),2021-07-31 10:03,Justin Bieber,198081,5RqR4ZCCKJDcBLIn4sih9l,76
Reckless,2021-07-31 10:07,Madison Beer,203384,4pvb0WLRcMtbPGmtejJJ6y,83
bad guy,2021-07-31 10:08,Billie Eilish,74280,4pvb0WLRcMtbPGmtejJJ6y,83
Lonely (with benny blanco),2021-07-31 11:37,Justin Bieber,5448,0RFQwaLxwi7983hbnMX22D,0
bad guy,2021-07-31 11:37,Billie Eilish,3481,0RFQwaLxwi7983hbnMX22D,0
Believer,2021-07-31 11:37,Imagine Dragons,2998,47BBI51FKFwOMlIiX6m8ya,81
Grenade,2021-07-31 11:41,Bruno Mars,223253,6HU7h9RYOaPRFeh0R3UeAr,90
Leave The Door Open,2021-07-31 11:45,Bruno Mars,1068,1XGmzt0PVuFgQYYnV2It7A,84
Night Changes,2021-07-31 11:45,One Direction,226600,1P17dC1amhFzptugyAO7Il,80
Break My Heart Myself (feat. Travis Barker),2021-07-31 11:48,Bebe Rexha,151999,4lLtanYk6tkMvooU0tWzG8,81
"I miss you, I’m sorry",2021-07-31 11:50,Gracie Abrams,167538,5O2P9iiztwhomNh8xkR9lJ,85
Ode To My Family,2021-07-31 11:53,The Cranberries,183689,3ee8Jmje8o58CHK66QrVC2,86
No Lie,2021-07-31 11:57,Sean Paul,221176,3GVkPk8mqxz0itaAriG1L7,86
Kiss Me More (feat. SZA),2021-07-31 12:01,Doja Cat,208866,55XrFge2dEZwYzNl128DwN,80
Fingers Crossed (with Julia Michaels),2021-07-31 12:04,Trevor Daniel,155146,5HCyWlXZPP0y6Gqq8TgA20,97
you broke me first,2021-07-31 12:08,Tate McRae,1595,0qOnSQQF0yzuPWsXrQ9paz,84
Heathens,2021-07-31 12:08,Twenty One Pilots,195920,2ZRo7axmMPeSVUvDbGkJah,87
deja vu,2021-07-31 12:08,Olivia Rodrigo,1681,2ZRo7axmMPeSVUvDbGkJah,87
i don't want to watch the world end with someone else,2021-07-31 12:08,Clinton Kane,7414,55XrFge2dEZwYzNl128DwN,80
i don't want to watch the world end with someone else,2021-07-31 12:08,Clinton Kane,8711,58wyJLv6yH1La9NIZPl3ne,80
STAY (with Justin Bieber),2021-07-31 12:10,The Kid LAROI,141805,5DqdesEfbRyOlSS3Tf6c29,83
Knock Knock,2021-07-31 12:13,SoFaygo,139728,3SErMoIKdRELto2OspGs5L,85
"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",2021-07-31 12:16,24kGoldn,192745,03eJ2DclFWXYU8GWgANdmZ,76
NUMB,2021-07-31 12:18,Chri$tian Gate$,112500,5HCyWlXZPP0y6Gqq8TgA20,97
Hate You + Love You (feat. AJ Mitchell),2021-07-31 12:18,Cheat Codes,25519,637YZncqOkeFzcTmr7YijJ,70
Into Your Arms (feat. Ava Max),2021-07-31 12:21,Witt Lowry,186022,2Z8yfpFX0ZMavHkcIeHiO1,79
MONTERO (Call Me By Your Name),2021-07-31 12:24,Lil Nas X,137875,6KfoDhO4XUWSbnyKjNp9c4,83
Party Girl,2021-07-31 12:26,StaySolidRocky,147800,4xqrdfXkTW4T0RauPLv3WA,88
Mood (feat. iann dior),2021-07-31 12:28,24kGoldn,100344,7mAB9uFSQHhbbicE5Fy5HA,0
Ode To My Family,2021-08-01 10:18,The Cranberries,271533,6Gg1gjgKi2AK4e0qzsR7sd,82
Radioactive,2021-08-01 10:30,Imagine Dragons,144152,6aHoPULNO7pSL2ZfUY0bU8,79
Heart Attack,2021-08-01 10:53,Demi Lovato,8559,5HCyWlXZPP0y6Gqq8TgA20,97
exile (feat. Bon Iver),2021-08-01 11:07,Taylor Swift,224349,4wqzOaLxiCRy2Et8tRyNSX,81
Be Kind (with Halsey),2021-08-01 18:02,Marshmello,172761,2r6OAV3WsYtXuXjvJ1lIDi,82
Call You Mine,2021-08-01 18:05,The Chainsmokers,160773,2ZRo7axmMPeSVUvDbGkJah,87
Sexy Bitch (feat. Akon),2021-08-01 18:08,David Guetta,33911,26gXWzhL8DZJSU5sODhVTs,72
Into Your Arms (feat. Ava Max),2021-08-01 18:08,Witt Lowry,23,5RqR4ZCCKJDcBLIn4sih9l,76
Love Is Gone - Acoustic,2021-08-01 18:09,Dylan Matthew,20807,2Fh84mvOIwALqHNqMi7UoH,10
Into Your Arms (feat. Ava Max),2021-08-01 18:12,Witt Lowry,186022,6gBFPUFcJLzWGx4lenP6h2,87
Falling,2021-08-01 18:14,Trevor Daniel,159381,5ZKG94fnjiuMH5yrC5S9lS,67
"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",2021-08-01 18:18,Machine Gun Kelly,202804,2Y0wPrPQBrGhoLn14xRYCG,84
Changes,2021-08-01 18:19,Hayd,0,1UNWD6R5EOFklUHKZZvww2,54
Back To U,2021-08-01 18:19,SLANDER,450,3yzL2ZsPq64eIaW7q5D6SY,0
Time,2021-08-01 18:19,NF,242,2q4rjDy9WhaN3o9MvDbO21,79
7UP,2021-08-01 18:19,Boy In Space,481,15JINEqzVMv3SvJTAXAKED,83
Hate The Way (feat. blackbear),2021-08-01 18:19,G-Eazy,0,1jKlRcH7X78ps1yKBTWyUV,57
lie to me,2021-08-01 18:19,Ali Gatie,56348,5RqR4ZCCKJDcBLIn4sih9l,76
Do You Believe,2021-08-01 18:19,Ali Gatie,0,2Fh84mvOIwALqHNqMi7UoH,10
Do You Believe,2021-08-01 18:19,Ali Gatie,404,6gBFPUFcJLzWGx4lenP6h2,87
"i hate u, i love u (feat. olivia o'brien)",2021-08-01 18:19,gnash,0,5ZKG94fnjiuMH5yrC5S9lS,67
"i hate u, i love u (feat. olivia o'brien)",2021-08-01 18:19,gnash,234,2Y0wPrPQBrGhoLn14xRYCG,84
ANGELS & DEMONS,2021-08-01 18:19,jxdn,4148,1UNWD6R5EOFklUHKZZvww2,54
I Don't Want You Back,2021-08-01 18:19,AJ Mitchell,0,3yzL2ZsPq64eIaW7q5D6SY,0
Chasing_(Demo),2021-08-01 18:19,NF,0,2q4rjDy9WhaN3o9MvDbO21,79
hot girl bummer,2021-08-01 18:19,blackbear,658,15JINEqzVMv3SvJTAXAKED,83
idfc - Tarro Remix,2021-08-01 18:21,blackbear,147927,2Y0wPrPQBrGhoLn14xRYCG,84
Ridiculous Thoughts,2021-08-01 18:26,The Cranberries,271200,1UNWD6R5EOFklUHKZZvww2,54
Ridiculous Thoughts,2021-08-01 18:41,The Cranberries,271200,3bC1ahPIYt1btJzSSEyyrF,80
When We Were Young,2021-08-01 18:47,Dolores O'Riordan,38176,127uq83uGFapbddqiMUKky,78
Human Spirit,2021-08-01 18:47,Dolores O'Riordan,240600,5JO2usoem1CW1pLL1kLj9E,69
Pain - Remastered,2021-08-01 18:48,Blackfield,5112,6Gg1gjgKi2AK4e0qzsR7sd,82
Send Me An Angel,2021-08-01 18:48,Scorpions,13317,5iCY0TXNImK4hyKfcplQsg,69
Under Your Spell,2021-08-01 18:48,The Birthday Massacre,1427,4vwPirpSJCOiIsgxMV4Xcv,71
