SongName,EndTime,ArtistName,msPlayed,SongID,Popularity
One More Day (with Chandler Leighton),2021-06-15 12:04,Jason Ross,10276,786ymAh5BmHoIpvjyrvjXk,67
Takeaway,2021-06-15 12:08,The Chainsmokers,209880,1vvNmPOiUuyCbgWmtc6yfm,77
Cloudy Day,2021-06-15 12:12,Tones And I,185303,0g8Dq6OpSmWengqtLrVr77,61
Hero (feat. Christina Perri),2021-06-15 12:15,Cash Cash,197840,4RCpHnkhMmm67EKbI4aEO7,66
Throwback,2021-06-15 12:20,Delaney Jane,226542,4RCpHnkhMmm67EKbI4aEO7,66
More Than You Know,2021-06-15 12:23,Axwell /\ Ingrosso,203000,2eAvDnpXP5W0cVtiI0PUxV,90
Leave Before You Love Me (with Jonas Brothers),2021-06-15 12:27,Marshmello,154983,4ZtFanR9U6ndgddUvNcjcG,95
2 Hearts (feat. Gia Koka),2021-06-15 12:30,Sam Feldt,166291,4y4spB9m0Q6026KfkAvy9Q,80
Lose Somebody,2021-06-15 12:33,Kygo,199549,4RCpHnkhMmm67EKbI4aEO7,66
Nightlight,2021-06-15 12:38,ILLENIUM,222400,3NLnwwAQbbFKcEcV8hDItk,79
Hear Me Say,2021-06-15 12:41,Jonas Blue,190772,02Ic9pia5uuFFF0DZmidaz,0
Midnight (feat. Liam Payne),2021-06-15 12:45,Alesso,220140,7GMJKtOtcOAXzV8oxCBr5i,0
One More Day (with Chandler Leighton),2021-06-15 12:50,Jason Ross,272000,1iWHabUgUuuKLBa0TzTHfk,68
Heartbreak Anthem (with David Guetta & Little Mix),2021-06-15 12:54,Galantis,183725,04ZTP5KsCypmtCmQg5tH9R,77
Speechless (feat. Erika Sirola) - MOTi Remix,2021-06-15 12:57,Robin Schulz,181874,6tPXwkJSqTJ1RJgzrVOQji,37
Higher (feat. iann dior) - Dimitri Vegas & Like Mike Remix,2021-06-15 13:01,Clean Bandit,173840,1ZMiCix7XSAbfAJlEZWMCp,87
Goodbye To A World,2021-06-15 13:06,Porter Robinson,328506,7gqzrIO0qZPKkaqhIZ8ftz,0
My Way,2021-06-15 13:11,Calvin Harris,219159,0jmwOMMWFcLQQX7x11dOCO,45
The Reaper,2021-06-15 13:14,The Chainsmokers,182933,00uY4XZhrmcr3VLHvLba10,55
u love u (with Tate McRae),2021-06-15 13:37,blackbear,165700,07x5D6kX3yST64GwDQaOpA,0
u love u (with Tate McRae),2021-06-15 21:13,blackbear,136838,7mAB9uFSQHhbbicE5Fy5HA,0
Dandelions,2021-06-15 21:14,Ruth B.,15330,0dXNQ8dckG4eYfEtq9zcva,76
good 4 u,2021-06-15 21:17,Olivia Rodrigo,178147,7mAB9uFSQHhbbicE5Fy5HA,0
Lonely (with benny blanco),2021-06-15 21:19,Justin Bieber,149189,0jmwOMMWFcLQQX7x11dOCO,45
u love u (with Tate McRae),2021-06-15 21:22,blackbear,189062,4ZtFanR9U6ndgddUvNcjcG,95
Perfect,2021-06-15 21:24,One Direction,130218,4y4spB9m0Q6026KfkAvy9Q,80
Higher Power,2021-06-15 21:24,Coldplay,1352,4RCpHnkhMmm67EKbI4aEO7,66
Radioactive,2021-06-15 21:25,Imagine Dragons,1182,3NLnwwAQbbFKcEcV8hDItk,79
"A Whole New World (End Title) - From ""Aladdin""",2021-06-15 21:25,ZAYN,874,02Ic9pia5uuFFF0DZmidaz,0
I'm a Mess,2021-06-15 21:28,Bebe Rexha,195519,7GMJKtOtcOAXzV8oxCBr5i,0
Too Late (feat. Wiz Khalifa & Lukas Graham) - Riggi & Piros Remix,2021-06-15 21:29,Cash Cash,1216,1iWHabUgUuuKLBa0TzTHfk,68
Falling,2021-06-15 21:29,Harry Styles,7393,04ZTP5KsCypmtCmQg5tH9R,77
Share,2021-06-15 21:29,Ruth B.,1416,07x5D6kX3yST64GwDQaOpA,0
bad guy,2021-06-15 21:29,Billie Eilish,893,7gqzrIO0qZPKkaqhIZ8ftz,0
I Should Quit,2021-06-15 21:29,JESSIA,2346,1ZMiCix7XSAbfAJlEZWMCp,87
Morning,2021-06-15 21:29,Zara Larsson,2516,57BGVV6wcyhbn3hsjlqEZB,80
Love Again,2021-06-15 21:29,Dua Lipa,51914,2oejEp50ZzPuQTQ6v54Evp,77
Astronomy,2021-06-15 21:29,Conan Gray,5577,0FRavXSn6XmeItbuJR3VrR,69
All Night,2021-06-15 21:29,The Vamps,1038,4snOHAw3BxiKWFeOyLeEpB,62
Astronomy,2021-06-15 21:33,Conan Gray,243907,4OoYfejHABzYe2mG8p5s8b,71
I Should Quit,2021-06-15 21:45,JESSIA,18666,1ZLrDPgR7mvuTco3rQK8Pk,76
good 4 u,2021-06-15 21:57,Olivia Rodrigo,178147,3P3pw6C19j31Rnzgo3JG7o,78
Lonely (with benny blanco),2021-06-15 21:59,Justin Bieber,149189,1VNbNTzQS0iIVrlaPXUthv,45
u love u (with Tate McRae),2021-06-15 22:03,blackbear,189062,4ZtFanR9U6ndgddUvNcjcG,95
Perfect,2021-06-15 22:07,One Direction,230333,4y4spB9m0Q6026KfkAvy9Q,80
Higher Power,2021-06-15 22:11,Coldplay,211294,4RCpHnkhMmm67EKbI4aEO7,66
Radioactive,2021-06-15 22:14,Imagine Dragons,186813,3NLnwwAQbbFKcEcV8hDItk,79
"A Whole New World (End Title) - From ""Aladdin""",2021-06-15 22:19,ZAYN,242956,3Z8FwOEN59mRMxDCtb8N0A,80
I'm a Mess,2021-06-15 22:22,Bebe Rexha,195519,748mdHapucXQri7IAO8yFK,90
Love Again,2021-06-15 22:26,Dua Lipa,258004,3UjGudrhckjEQjKHLR3p5G,59
bad guy,2021-06-15 22:30,Billie Eilish,194087,2ePtv8MlBO9nuuXABqAfEX,79
Falling,2021-06-15 22:34,Harry Styles,214143,02Ic9pia5uuFFF0DZmidaz,0
Element,2021-06-16 11:56,Pop Smoke,135746,5sbkFKdxVQ2FgEjKMvrHAL,61
Call You Mine,2021-06-16 12:01,The Chainsmokers,217640,5ZKG94fnjiuMH5yrC5S9lS,67
Space Melody (Edward Artemyev) (feat. Leony),2021-06-16 12:04,VIZE,180151,4lLtanYk6tkMvooU0tWzG8,81
Another Life (feat. Alida),2021-06-16 12:08,Lucas & Steve,212468,7vFoFDWqTX0mHzLfrF1Cfy,78
Higher (feat. iann dior),2021-06-16 12:12,Clean Bandit,203953,7GMJKtOtcOAXzV8oxCBr5i,0
Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,2021-06-16 12:15,SHAUN,126196,3vv9phIu6Y1vX3jcqaGz5Z,76
Perfect Strangers,2021-06-16 12:18,Jonas Blue,196613,0vR2rIVORmgeKiGIgNT0fV,79
Faded - Luke Christopher Remix,2021-06-16 12:22,Alan Walker,206386,7fj9sa5dPVayB0YtsAX9Kb,47
Without You,2021-06-16 12:23,Mike Williams,26055,140XpWSdJ0jZEbLj9iVnPA,68
good 4 u,2021-06-16 12:26,Olivia Rodrigo,178147,2x0RZdkZcD8QRI53XT4GI5,75
Lonely (with benny blanco),2021-06-16 12:29,Justin Bieber,149189,4fC6tDEFmSBBCRBUOPeQ8b,53
u love u (with Tate McRae),2021-06-16 12:32,blackbear,189062,0bMbDctzMmTyK2j74j3nF3,78
Perfect,2021-06-16 12:34,One Direction,82106,5gpy8VcqvPox6XHAIJzuCw,41
Be Kind (with Halsey),2021-06-16 12:36,Marshmello,128731,57kR5SniQIbsbVoIjjOUDa,73
Kiss Me More (feat. SZA),2021-06-16 12:37,Doja Cat,13854,1x5sYLZiu9r5E43kMlt9f8,77
Break My Heart Myself (feat. Travis Barker),2021-06-16 12:39,Bebe Rexha,151999,1MPhAUy41W1BeiMGJ96BNc,0
SugarCrash!,2021-06-16 12:41,ElyOtto,80080,1i1fxkWeaMmKEB4T7zqbzK,81
Higher Power,2021-06-16 12:45,Coldplay,211294,6M6Tk58pQvABy6ru66dY3d,72
Echo (with KSHMR),2021-06-16 12:45,Armaan Malik,4450,0RYqTScbPJ3wijhvWOgLkE,56
One Dance,2021-06-16 12:48,Drake,173973,4PkIDTPGedm0enzdvilLNd,67
Grenade,2021-06-16 13:04,Bruno Mars,178546,23L5CiUhw2jV1OIMwthR3S,79
Cheerleader - Felix Jaehn Remix Radio Edit,2021-06-16 14:03,OMI,180565,0nrRP2bk19rLc0orkWPQk2,86
Radioactive,2021-06-16 14:33,Imagine Dragons,69994,6D72WFltGvVYuHMzQocBEY,48
Roses,2021-06-16 19:51,The Chainsmokers,226738,7BKLCZ1jbUBVqRi2FVlTVw,86
Daylight,2021-06-16 19:54,Klaas,157142,4uDhts78RdwIDjEqPrYVKp,80
By Your Side (feat. Tom Grennan),2021-06-16 19:57,Calvin Harris,189671,4olrSI30e4RN11Cz2SQgEv,71
All We Need (feat. Shy Girls) - Dzeko & Torres Remix Radio Edit,2021-06-16 20:01,ODESZA,191250,5UbJD3lat3SVDDBXmf8gLc,61
The Best Days (feat. Tabitha),2021-06-16 20:04,Sam Feldt,161944,72jbDTw1piOOj770jWNeaG,74
SOS (feat. Aloe Blacc),2021-06-16 20:07,Avicii,157202,61dCUoMCg28qEBzrW6htYM,72
Think About You - Galantis Remix,2021-06-16 20:10,Kygo,181040,5g9AhcoDh7XQWt5lBek1UQ,2
"Alone, Pt. II",2021-06-16 20:13,Alan Walker,179052,3SVZVenXJQuVNbFs8EatrC,50
Hearts on Fire - CORSAK & Willim Remix,2021-06-16 20:17,ILLENIUM,213878,3vv9phIu6Y1vX3jcqaGz5Z,76
You Know You Like It,2021-06-16 20:21,DJ Snake,247266,57BGVV6wcyhbn3hsjlqEZB,80
Symphony (feat. Zara Larsson),2021-06-16 20:25,Clean Bandit,212459,7FullO2NDkyvxLuxYVKINa,71
Fast Car,2021-06-16 20:28,Jonas Blue,212424,6uvMKqNlrSvcC4NaKnrwjZ,78
Don't Let Me Down,2021-06-16 20:33,The Chainsmokers,208373,1SgUjGzbmmMOsGFTVwQ59L,76
No Money,2021-06-16 20:36,Galantis,191293,3Z8FwOEN59mRMxDCtb8N0A,80
Imagine - Tiësto Remix,2021-06-16 20:38,Ben Platt,136363,04aAxqtGp5pv12UXAg4pkq,82
Sixteen,2021-06-16 20:42,Ellie Goulding,201226,3CRDbSIZ4r5MsZ0YwxuEkn,86
In the Name of Love,2021-06-16 20:46,Martin Garrix,195706,1qDrWA6lyx8cLECdZE7TV7,81
Wake Me Up,2021-06-16 20:50,Avicii,247426,3dYD57lRAUcMHufyqn9GcI,85
Body Back (feat. Maia Wright) - Deniz Koyu Remix,2021-06-16 20:54,Gryffin,257400,20U4dch5pfxEr6ww1S9tm4,0
Closer,2021-06-16 20:58,The Chainsmokers,244960,7B3UAPLYAbwXVgbHSKEaTw,68
Sweet Dreams,2021-06-16 21:02,Alan Walker,138819,3JvKfv6T31zO0ini8iNItO,88
Gone Are The Days (feat. James Gillespie),2021-06-16 21:05,Kygo,196677,7bUGOtJrkDNtyoKGRkie9e,56
Summer Thing,2021-06-16 21:07,Dragonette,149487,3JvKfv6T31zO0ini8iNItO,88
Paris,2021-06-16 21:11,The Chainsmokers,221506,3JvKfv6T31zO0ini8iNItO,88
Rather Be (feat. Jess Glynne),2021-06-16 21:15,Clean Bandit,227833,3vv9phIu6Y1vX3jcqaGz5Z,76
Whole Life,2021-06-16 21:20,Kaivon,240000,0vR2rIVORmgeKiGIgNT0fV,79
Don't Wanna Fall,2021-06-16 21:33,Seven Lions,38703,7fj9sa5dPVayB0YtsAX9Kb,47
Roses,2021-06-17 12:08,The Chainsmokers,226738,140XpWSdJ0jZEbLj9iVnPA,68
Daylight,2021-06-17 12:20,Klaas,109129,2x0RZdkZcD8QRI53XT4GI5,75
Element,2021-06-17 14:31,Pop Smoke,135746,4fC6tDEFmSBBCRBUOPeQ8b,53
Excitement (feat. PARTYNEXTDOOR),2021-06-17 14:33,Trippie Redd,168170,0bMbDctzMmTyK2j74j3nF3,78
"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",2021-06-17 14:33,Tion Wayne,1265,5gpy8VcqvPox6XHAIJzuCw,41
seaside_demo,2021-06-17 14:37,SEB,132000,57kR5SniQIbsbVoIjjOUDa,73
Need To Know,2021-06-17 14:38,Doja Cat,56558,1x5sYLZiu9r5E43kMlt9f8,77
Be Kind (with Halsey),2021-06-17 14:41,Marshmello,172761,1MPhAUy41W1BeiMGJ96BNc,0
Centuries,2021-06-17 14:46,Fall Out Boy,228360,0bMbDctzMmTyK2j74j3nF3,78
Stressed Out,2021-06-17 14:50,Twenty One Pilots,202333,1i1fxkWeaMmKEB4T7zqbzK,81
Somebody That I Used To Know,2021-06-17 14:52,Gotye,3917,6M6Tk58pQvABy6ru66dY3d,72
Take Me To Church,2021-06-17 14:52,Hozier,93412,0RYqTScbPJ3wijhvWOgLkE,56
Hymn for the Weekend - Seeb Remix,2021-06-17 14:55,Coldplay,212647,4PkIDTPGedm0enzdvilLNd,67
"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",2021-06-17 15:08,Céline Dion,99266,23L5CiUhw2jV1OIMwthR3S,79
Another Love,2021-06-17 16:28,Tom Odell,2790,0nrRP2bk19rLc0orkWPQk2,86
Another Love - Radio Edit,2021-06-17 16:28,Tom Odell,1830,1SgUjGzbmmMOsGFTVwQ59L,76
Another Love,2021-06-17 16:32,Tom Odell,244360,31sSFHIe4NaxltVFOEIcTa,76
Another Love,2021-06-17 16:32,Tom Odell,36660,18XlJEroUwFo0tLZxscgXE,79
Roses,2021-06-17 16:36,The Chainsmokers,226738,4qu63nuBpdn0qHUHuObEj1,87
Daylight,2021-06-17 16:40,Klaas,157142,4RCpHnkhMmm67EKbI4aEO7,66
By Your Side (feat. Tom Grennan),2021-06-17 16:43,Calvin Harris,189671,0mV43B6pJWRjcM5TmzNe6d,77
All We Need (feat. Shy Girls) - Dzeko & Torres Remix Radio Edit,2021-06-17 16:46,ODESZA,191250,5ajjAnNRh8bxFvaVHzpPjh,84
The Best Days (feat. Tabitha),2021-06-17 16:50,Sam Feldt,77252,4ZtFanR9U6ndgddUvNcjcG,95
SOS (feat. Aloe Blacc),2021-06-17 16:53,Avicii,157202,7s2kWabRM60W9I61HpKg8C,73
Think About You - Galantis Remix,2021-06-17 16:57,Kygo,181040,44LTFkrvoxE2qflp8GEqKw,50
"Alone, Pt. II",2021-06-17 17:00,Alan Walker,179052,6bdq6oMieSnPmcwrolEQgV,52
Hearts on Fire - CORSAK & Willim Remix,2021-06-17 17:03,ILLENIUM,213878,62G1ewSNbKaxSMqcmfgxeq,41
You Know You Like It,2021-06-17 17:07,DJ Snake,247266,3mPt3UzwsHD5YBgui50BED,41
Symphony (feat. Zara Larsson),2021-06-17 17:12,Clean Bandit,212459,0Bnh732W1DVmnXtV6mhk1U,42
Fast Car,2021-06-17 17:44,Jonas Blue,181818,17hoQV3FJxZnJUvccgAjLF,45
"Alone, Pt. II",2021-06-17 17:47,Alan Walker,177660,49hgjLTXt8Uwa5nA7W3xmJ,40
Don't Let Me Down,2021-06-17 17:51,The Chainsmokers,208373,2a7e9JqU7wyXbkf9WgW2C9,39
No Money,2021-06-17 17:55,Galantis,191293,4xuGvvddb7hj5N9SZys971,43
Imagine - Tiësto Remix,2021-06-17 17:57,Ben Platt,136363,2BRqWfKbvp7JHQ59E0Vfg9,41
Sixteen,2021-06-17 18:01,Ellie Goulding,201226,6Mt4J6HNbQGlQoCLF0C5Kv,39
In the Name of Love,2021-06-17 18:04,Martin Garrix,195706,55bLM1rmlpa5AYJjQ62y2t,40
Wake Me Up,2021-06-17 18:08,Avicii,176728,13Islt9zMhrusbUnlrSHEB,38
seaside_demo,2021-06-17 18:10,SEB,132000,0Q1ccZMHM3xiCYpiS6IDmi,41
working,2021-06-17 18:14,Tate McRae,210219,38ttuCHHJeQcWc1gM0OKUj,40
Need To Know,2021-06-17 18:17,Doja Cat,210560,1YKW1H5hnnad9awm6cLGSj,38
Lost,2021-06-17 18:21,Maroon 5,172597,5TC9lkwHmxXjXknqnudOPP,38
Leave Before You Love Me (with Jonas Brothers),2021-06-17 18:24,Marshmello,154983,2MpXP9f5tKmnsWjBWXBPaT,37
u love u (with Tate McRae),2021-06-17 18:27,blackbear,189062,5Xurk4FBpGtgddhbCmylg6,39
EveryTime I Cry,2021-06-17 18:30,Ava Max,177855,7uhINGViZPygI2AljxO8KN,63
Reckless,2021-06-17 18:33,Madison Beer,203384,6nZiYSBwPQ7fYnVWkkkj4g,68
good 4 u,2021-06-17 18:37,Olivia Rodrigo,0,3b34OS7148VGiURvWTYweJ,40
Solar Power,2021-06-17 18:37,Lorde,192621,4lLtanYk6tkMvooU0tWzG8,81
Main Title,2021-06-17 18:39,Carlos Rafael Rivera,109896,58qX77t2VWMWcycsh9zKLc,74
Beth's Story,2021-06-17 18:41,Carlos Rafael Rivera,127615,6aHoPULNO7pSL2ZfUY0bU8,79
Methuen Home For Children 1957,2021-06-17 18:43,Carlos Rafael Rivera,74045,2O9O26335YYVckmRgPKY3s,66
The Scholar's Mate,2021-06-17 18:44,Carlos Rafael Rivera,78496,6aHoPULNO7pSL2ZfUY0bU8,79
You're Gloating,2021-06-17 18:45,Carlos Rafael Rivera,66447,6aHoPULNO7pSL2ZfUY0bU8,79
Training With Mr. Schaibel,2021-06-17 18:48,Carlos Rafael Rivera,184293,6aHoPULNO7pSL2ZfUY0bU8,79
Am I Good Enough Now?,2021-06-17 18:50,Carlos Rafael Rivera,78942,6aHoPULNO7pSL2ZfUY0bU8,79
Playing Mr. Ganz,2021-06-17 18:52,Carlos Rafael Rivera,96923,6aHoPULNO7pSL2ZfUY0bU8,79
Ceiling Games,2021-06-17 18:54,Carlos Rafael Rivera,137454,4lLtanYk6tkMvooU0tWzG8,81
First Day At School,2021-06-17 18:55,Carlos Rafael Rivera,72907,6aHoPULNO7pSL2ZfUY0bU8,79
The Green Pills,2021-06-17 18:57,Carlos Rafael Rivera,90363,2O9O26335YYVckmRgPKY3s,66
Kentucky State Championship 1963,2021-06-17 18:58,Carlos Rafael Rivera,72642,57ZUh59CAsCgnAnHti0GkI,0
Top Boards,2021-06-17 18:59,Carlos Rafael Rivera,61134,5O2P9iiztwhomNh8xkR9lJ,85
Playing Townes,2021-06-17 19:03,Carlos Rafael Rivera,225345,5IF6IBPqbclVR7SQKmCIyA,61
Playing Beltik,2021-06-17 19:07,Carlos Rafael Rivera,190803,0wsXdby1T3PWLauIkGUZzg,65
The Lake - Cincinnati,2021-06-17 19:09,Carlos Rafael Rivera,108344,4iJyoBOLtHqaGxP12qzhQI,91
Playing Benny - Las Vegas 1966,2021-06-17 19:13,Carlos Rafael Rivera,268118,2QuKZ1pchSrl3E7AngBuzA,55
Two Sides Of The Same Coin,2021-06-17 19:16,Carlos Rafael Rivera,167012,7AhlMDKQelsNkWvFeZvmtC,64
Mexico City Invitational 1966,2021-06-17 19:18,Carlos Rafael Rivera,37229,6ocbgoVGwYJhOv1GgI9NsF,86
cold/mess,2021-06-17 21:18,Prateek Kuhad,0,0JU7KoyKSFgY1zJV2ex6Ee,62
Kho Gaye Hum Kahan,2021-06-17 22:01,Jasleen Royal,1060,5WtfUKzXircvW8l5aaVZWT,85
Sygrayem (Let's Play),2021-06-18 02:30,Carlos Rafael Rivera,0,5nujrmhLynf4yMoMtj8AQF,89
Grenade,2021-06-18 15:47,Bruno Mars,223253,7qiZfU4dY1lWllzX7mPBI3,87
i don't want to watch the world end with someone else,2021-06-18 15:50,Clinton Kane,184505,3b34OS7148VGiURvWTYweJ,40
Knock Knock,2021-06-18 16:32,SoFaygo,139728,3b34OS7148VGiURvWTYweJ,40
Alive,2021-06-18 16:35,Empire of the Sun,50619,3b34OS7148VGiURvWTYweJ,40
Knock Knock,2021-06-18 17:00,SoFaygo,187321,7hn8Q8WAxFdL4aZ159GI7C,66
Knock Knock,2021-06-18 17:02,SoFaygo,139728,3b34OS7148VGiURvWTYweJ,40
Knock Knock,2021-06-18 17:05,SoFaygo,139728,3b34OS7148VGiURvWTYweJ,40
Knock Knock,2021-06-18 17:07,SoFaygo,139728,3b34OS7148VGiURvWTYweJ,40
Knock Knock,2021-06-18 17:09,SoFaygo,139728,3b34OS7148VGiURvWTYweJ,40
Grenade,2021-06-18 17:11,Bruno Mars,1320,44LTFkrvoxE2qflp8GEqKw,50
Knock Knock,2021-06-18 17:11,SoFaygo,31029,44LTFkrvoxE2qflp8GEqKw,50
Alive,2021-06-18 17:14,Empire of the Sun,204546,6bdq6oMieSnPmcwrolEQgV,52
Hate Me,2021-06-18 17:17,Ellie Goulding,188066,6bdq6oMieSnPmcwrolEQgV,52
Night Changes,2021-06-18 17:21,One Direction,226600,62G1ewSNbKaxSMqcmfgxeq,41
Just Like You,2021-06-18 17:24,Louis Tomlinson,205217,3mPt3UzwsHD5YBgui50BED,41
Hula Hoop,2021-06-18 17:29,OMI,205474,0Bnh732W1DVmnXtV6mhk1U,42
Need To Know,2021-06-18 17:32,Doja Cat,210560,17hoQV3FJxZnJUvccgAjLF,45
Peaches (feat. Daniel Caesar & Giveon),2021-06-18 17:35,Justin Bieber,198081,49hgjLTXt8Uwa5nA7W3xmJ,40
Pasadena,2021-06-18 17:38,Tinashe,177577,2a7e9JqU7wyXbkf9WgW2C9,39
anxiety (with FRND),2021-06-18 17:41,blackbear,191036,4xuGvvddb7hj5N9SZys971,43
7 rings,2021-06-18 17:45,Ariana Grande,178626,2BRqWfKbvp7JHQ59E0Vfg9,41
Feel Something,2021-06-18 17:48,Joshua Bassett,163866,6Mt4J6HNbQGlQoCLF0C5Kv,39
What A Time (feat. Niall Horan),2021-06-18 17:50,Julia Michaels,173306,6Mt4J6HNbQGlQoCLF0C5Kv,39
Levitating (feat. DaBaby),2021-06-18 17:54,Dua Lipa,203064,55bLM1rmlpa5AYJjQ62y2t,40
Shape of You,2021-06-18 17:58,Ed Sheeran,233712,13Islt9zMhrusbUnlrSHEB,38
Sygrayem (Let's Play),2021-06-18 23:23,Carlos Rafael Rivera,131637,0Q1ccZMHM3xiCYpiS6IDmi,41
Sygrayem (Let's Play),2021-06-18 23:25,Carlos Rafael Rivera,131637,38ttuCHHJeQcWc1gM0OKUj,40
Sygrayem (Let's Play),2021-06-18 23:28,Carlos Rafael Rivera,130045,1YKW1H5hnnad9awm6cLGSj,38
A Thousand Years (feat. Steve Kazee) - Pt. 2; The Twilight Saga: Breaking Dawn Soundtrack,2021-06-18 23:34,Christina Perri,305893,5TC9lkwHmxXjXknqnudOPP,38
Sygrayem (Let's Play),2021-06-19 02:32,Carlos Rafael Rivera,131637,2MpXP9f5tKmnsWjBWXBPaT,37
Sygrayem (Let's Play),2021-06-19 02:35,Carlos Rafael Rivera,0,5Xurk4FBpGtgddhbCmylg6,39
Sygrayem (Let's Play),2021-06-19 02:40,Carlos Rafael Rivera,0,5aoeqpimZUkPZWfy6qkXFv,37
Sygrayem (Let's Play),2021-06-19 02:45,Carlos Rafael Rivera,0,3BxK2y52UporzfgyncHmxR,36
Main Title,2021-06-19 12:34,Carlos Rafael Rivera,1220,1EBvQlOgsKqA2cvYpasiEo,37
Main Title,2021-06-19 12:40,Carlos Rafael Rivera,108922,4hjW0jlMCbevvHd41VWprU,39
Beth's Story,2021-06-19 12:41,Carlos Rafael Rivera,91418,7oYUcGnr5LxkKtfxugITto,36
Beth's Story,2021-06-19 13:02,Carlos Rafael Rivera,1890,62pu3ajjWlZPexvtz1Mxyn,37
Methuen Home For Children 1957,2021-06-19 13:02,Carlos Rafael Rivera,2230,0fwXaxpBAH8D2HoTExNhwI,37
The Scholar's Mate,2021-06-19 13:04,Carlos Rafael Rivera,78496,4IfnvXGGzjrh8rF3FA2wOJ,35
You're Gloating,2021-06-19 13:05,Carlos Rafael Rivera,66447,1d6mJSs7fNRBz6usN43LGT,39
Training With Mr. Schaibel,2021-06-19 13:08,Carlos Rafael Rivera,184293,3GMGin3o1j9XDeI34lj9ZK,35
Am I Good Enough Now?,2021-06-19 13:09,Carlos Rafael Rivera,78942,0ImA0JYf1e1MN0Cf8oE9BY,36
Playing Mr. Ganz,2021-06-19 13:11,Carlos Rafael Rivera,96923,7nyqTZwv20zezVWta2fdhd,36
Ceiling Games,2021-06-19 13:13,Carlos Rafael Rivera,137454,5MpM8iFxpUqFr3oaxgl8zZ,36
First Day At School,2021-06-19 13:15,Carlos Rafael Rivera,72907,21ROIH2f7PS4nviwYSlW8q,41
The Green Pills,2021-06-19 13:16,Carlos Rafael Rivera,34383,4lLtanYk6tkMvooU0tWzG8,81
The Green Pills,2021-06-19 17:44,Carlos Rafael Rivera,56250,4lLtanYk6tkMvooU0tWzG8,81
Kentucky State Championship 1963,2021-06-19 17:45,Carlos Rafael Rivera,72642,1eqwjXdMTed8Pz3PLNcHe9,67
Top Boards,2021-06-19 17:46,Carlos Rafael Rivera,61134,3fGW43fnu3OHEw6ohTC2Bw,74
Playing Townes,2021-06-19 17:50,Carlos Rafael Rivera,225345,4v7DgEMw6EvYyuQ4eWFD9l,77
Playing Beltik,2021-06-19 17:53,Carlos Rafael Rivera,190803,6HU7h9RYOaPRFeh0R3UeAr,90
The Lake - Cincinnati,2021-06-19 17:55,Carlos Rafael Rivera,108344,45bE4HXI0AwGZXfZtMp8JR,88
Playing Benny - Las Vegas 1966,2021-06-19 18:00,Carlos Rafael Rivera,268118,3NLnwwAQbbFKcEcV8hDItk,79
Two Sides Of The Same Coin,2021-06-19 18:03,Carlos Rafael Rivera,167012,55n9yjI6qqXh5F2mYvUc2y,81
Mexico City Invitational 1966,2021-06-19 18:05,Carlos Rafael Rivera,141944,3UjGudrhckjEQjKHLR3p5G,59
Playing Girev I,2021-06-19 18:07,Carlos Rafael Rivera,121103,6AtjimTjYWhch6tMf8f75b,0
Playing Girev II,2021-06-19 18:10,Carlos Rafael Rivera,143805,3vSLSOhE8HWBC2WiN0j0hD,64
Borgov I,2021-06-19 18:14,Carlos Rafael Rivera,217597,3vSLSOhE8HWBC2WiN0j0hD,64
Beth Alone,2021-06-19 18:16,Carlos Rafael Rivera,122927,3vSLSOhE8HWBC2WiN0j0hD,64
Ohio US Championship 1967,2021-06-19 18:18,Carlos Rafael Rivera,100804,7BKLCZ1jbUBVqRi2FVlTVw,86
New York,2021-06-19 18:19,Carlos Rafael Rivera,69386,5IH5AcpMQCGSv7vtAL5c6X,52
Training With Benny,2021-06-19 18:21,Carlos Rafael Rivera,135528,3ZqKbMO9UasuKgQeGT7QZS,41
Paris Tournament 1967,2021-06-19 18:24,Carlos Rafael Rivera,146395,4RATA8PsuYPzqnvxuif6Rq,0
Borgov II,2021-06-19 18:27,Carlos Rafael Rivera,147227,4QTuyRQshEZYurtIDfE6g0,68
Jolene!,2021-06-19 18:29,Carlos Rafael Rivera,115729,5gpy8VcqvPox6XHAIJzuCw,41
Returning To Methuen,2021-06-19 18:30,Carlos Rafael Rivera,70769,7vGuf3Y35N4wmASOKLUVVU,82
Turning Point,2021-06-19 18:32,Carlos Rafael Rivera,125923,4uDhts78RdwIDjEqPrYVKp,80
USSR,2021-06-19 18:34,Carlos Rafael Rivera,66249,57kR5SniQIbsbVoIjjOUDa,73
Moscow Invitational 1968,2021-06-19 18:41,Carlos Rafael Rivera,447288,4olrSI30e4RN11Cz2SQgEv,71
Close Your Eyes,2021-06-19 18:45,Carlos Rafael Rivera,151734,5wxD3flhRR7U6TfayCDQQV,35
Borgov III,2021-06-19 18:48,Carlos Rafael Rivera,189019,2x0RZdkZcD8QRI53XT4GI5,75
The Final Game,2021-06-19 18:55,Carlos Rafael Rivera,443631,7qHXEShpUpCcSUbgVjEAoQ,56
Grenade,2021-06-19 21:29,Bruno Mars,57570,7hE9rKqvLBK6WJmUjxJeFs,0
