Index,SongName,ArtistName,SongID,Popularity
1814,Lonely (with benny blanco),Justin Bieber,4y4spB9m0Q6026KfkAvy9Q,80
1815,Space Melody (Edward Artemyev) (feat. Leony),VIZE,0FRavXSn6XmeItbuJR3VrR,69
1816,Be Kind (with Halsey),Marshmello,3Z8FwOEN59mRMxDCtb8N0A,80
1817,Faded,Alan Walker,698ItKASDavgwZ3WjaWjtz,81
1818,Astronomy,Conan Gray,7mAB9uFSQHhbbicE5Fy5HA,0
1819,Heather,Conan Gray,4xqrdfXkTW4T0RauPLv3WA,88
1820,Heather,Conan Gray,4xqrdfXkTW4T0RauPLv3WA,88
1821,Heathens,Twenty One Pilots,6i0V12jOa3mr6uu4WYhUBr,83
1822,Heathens,Twenty One Pilots,6i0V12jOa3mr6uu4WYhUBr,83
1823,Arcade,Duncan Laurence,1Xi84slp6FryDSCbzq4UCD,84
1824,At My Worst,Pink Sweat$,0ri0Han4IRJhzvERHOZTMr,79
1825,At My Worst,Pink Sweat$,0ri0Han4IRJhzvERHOZTMr,79
1826,Mood (feat. iann dior),24kGoldn,4jPy3l0RUwlUI9T5XHBW2m,89
1827,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,0qOnSQQF0yzuPWsXrQ9paz,84
1828,Famous (I'm The One) (feat. Yo Gotti & DeJ Loaf),Mozzy,4tYpkgBjxxin7SiUBW0Rtq,62
1829,Life's A Mess II (with Clever & Post Malone),Juice WRLD,4O3RwH1TFG1EjPezLIYehI,73
1830,Hope,XXXTENTACION,2ZRo7axmMPeSVUvDbGkJah,87
1831,Spin The Block (feat. Future),Lil Durk,1TlM98d4z6vNBce6SDArOP,53
1832,Mood (feat. iann dior),24kGoldn,4jPy3l0RUwlUI9T5XHBW2m,89
1833,Real Shit (with benny blanco),Juice WRLD,3uVPLtkmDu8pDkYEAVqbgS,71
1834,Arcade,Duncan Laurence,1Xi84slp6FryDSCbzq4UCD,84
1835,drivers license,Olivia Rodrigo,5wANPM4fQCJwkGd4rN57mH,92
1836,Be Kind (with Halsey),Marshmello,3Z8FwOEN59mRMxDCtb8N0A,80
1837,Hold On,Justin Bieber,72Zxa0ua3FOyfARL5gvhQn,0
1838,Anyone,Justin Bieber,31qCy5ZaophVA81wtlwLc4,81
1839,you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,88
1840,Don't Start Now,Dua Lipa,3PfIrDoz19wz7qK7tYeu62,84
1841,Watermelon Sugar,Harry Styles,6UelLqGlWMcVH1E5c4H7lY,90
1842,Hate Me (with Juice WRLD),Ellie Goulding,6kls8cSlUyHW2BUOkDJIZE,78
1843,Circles,Post Malone,21jGcNKet2qwijlDFuPiPb,88
1844,Lonely (with benny blanco),Justin Bieber,4y4spB9m0Q6026KfkAvy9Q,80
1845,Real Shit (with benny blanco),Juice WRLD,3uVPLtkmDu8pDkYEAVqbgS,71
1846,asphyxia,Cö Shu Nie,3f3FDZajRpcLQGln7OZqdi,66
1847,Signal,TK from Ling tosite sigure,4SupI9OXg3hwrymR85hkhL,51
1848,u love u (with Tate McRae),blackbear,4RCpHnkhMmm67EKbI4aEO7,66
1849,Drag Me Down,One Direction,2K87XMYnUMqLcX3zvtAF4G,82
1850,Better Days,OneRepublic,2U7Fm058jPEElNileW24Hd,3
1851,Shade of Yellow,Griff,7qHXEShpUpCcSUbgVjEAoQ,56
1852,The Blower's Daughter,Damien Rice,3pKAXCV7hEAfTTtNkY2r35,0
1853,i'm so tired...,Lauv,4vjpLMyL3ZO6aphdYr8XYw,79
1854,u love u (with Tate McRae),blackbear,4RCpHnkhMmm67EKbI4aEO7,66
1855,Stressed Out,Twenty One Pilots,3CRDbSIZ4r5MsZ0YwxuEkn,86
1856,Alive,Empire of the Sun,2O9O26335YYVckmRgPKY3s,66
1857,Drag Me Down,One Direction,2K87XMYnUMqLcX3zvtAF4G,82
1858,Shade of Yellow,Griff,7qHXEShpUpCcSUbgVjEAoQ,56
1859,Hymn for the Weekend - Seeb Remix,Coldplay,20U4dch5pfxEr6ww1S9tm4,0
1860,Centuries,Fall Out Boy,04aAxqtGp5pv12UXAg4pkq,82
1861,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,4dASQiO1Eoo3RJvt74FtXB,78
1862,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,55n9yjI6qqXh5F2mYvUc2y,81
1863,Met Him Last Night - Dave Audé Remix,Demi Lovato,0mHz9vqcznnfUcLqfQb3kd,55
1864,Two of Us,Louis Tomlinson,1eqwjXdMTed8Pz3PLNcHe9,67
1865,Freaks,Surf Curse,7EkWXAI1wn8Ii883ecd9xr,89
1866,Freaks,Surf Curse,7EkWXAI1wn8Ii883ecd9xr,89
1867,u love u (with Tate McRae),blackbear,4RCpHnkhMmm67EKbI4aEO7,66
1868,The Business,Tiësto,00VF5eNaRKQXrrhj4gr601,0
1869,Cold Light,KC Lights,6jRwkbiqOfkNGty2fGTXzd,60
1870,Just Dance,EQRIC,14qlNVV8HOPPzQuZQUt1wl,56
1871,Lift Your Energy,Eden Prince,3CGXClJ6703GVd4nF2SSQP,44
1872,Payphone,Maroon 5,1XGmzt0PVuFgQYYnV2It7A,84
1873,Seasons - NIVIRO Remix,Rival,2Ac3OQUToq6sXGjmmXjB8F,46
1874,S&M Remix,Rihanna,44FAj28ivN0HJ0xVYwQ9nL,60
1875,Blinding Lights,The Weeknd,0VjIjW4GlUZAMYd2vXMi3b,93
1876,The Blower's Daughter,Damien Rice,3pKAXCV7hEAfTTtNkY2r35,0
1877,Lost In Japan,Shawn Mendes,79esEXlqqmq0GPz0xQSZTV,74
1878,Hope,XXXTENTACION,2ZRo7axmMPeSVUvDbGkJah,87
1879,Hymn for the Weekend - Seeb Remix,Coldplay,20U4dch5pfxEr6ww1S9tm4,0
1880,Baarishein,Anuv Jain,5iCY0TXNImK4hyKfcplQsg,69
1881,Baarishein,Anuv Jain,5iCY0TXNImK4hyKfcplQsg,69
1882,Choo Lo,The Local Train,2qgXrzJsry4KgYoJCpuaul,63
1883,Dil Mere,The Local Train,6ZmtxXUXRVjxOhugKkmerC,61
1884,Bandey,The Local Train,2sNMcxZh7AwImXtrv8UV3S,44
1885,Mere Yaar,The Local Train,6wxm92a18bGEP5N4QusCIx,45
1886,Dil Mere,The Local Train,6ZmtxXUXRVjxOhugKkmerC,61
1887,Sexy Bitch (feat. Akon),David Guetta,127uq83uGFapbddqiMUKky,78
1888,Think About You - Galantis Remix,Kygo,4fC6tDEFmSBBCRBUOPeQ8b,53
1889,Unfamiliar,Seeb,6tTPc9BEDYExwIEg8QGxvL,62
1890,Feel Good (feat. Daya),Gryffin,0Ev562zA4pmUsBqjxsxxdx,71
1891,Umbrella,Ember Island,2FX5HPP1FNNuLlt2UU9os7,72
1892,Umbrella,Ember Island,2FX5HPP1FNNuLlt2UU9os7,72
1893,Hold On,Justin Bieber,72Zxa0ua3FOyfARL5gvhQn,0
1894,Something Just Like This,The Chainsmokers,6RUKPb4LETWmmr3iAEQktW,85
1895,Righteous,Juice WRLD,5dOxHHMOFAbG3VH23t0xNm,80
1896,Cold Skin,Seven Lions,6o475bolVDoECc4O5rKrqE,43
1897,Good Things Fall Apart (with Jon Bellion),ILLENIUM,6pooRNiLyYpxZeIA5kJ5EX,68
1898,Better Not (with Wafia),Louis The Child,7n1940b6kHcaEewFSZXnXa,68
1899,One More Day (with Chandler Leighton),Jason Ross,7hCZVX8ogwzgszIKtkD6Bv,58
1901,I Get You,Kasbo,6ClgdWhFNpAGAMFAjAbor1,54
1902,Look at the Sky,Porter Robinson,5lXNcc8QeM9KpAWNHAL0iS,62
1903,Line Of Sight (Reprise) (feat. WYNNE & Mansionair),ODESZA,7zXEY847TCQKZjk9CtiErN,46
1904,Only One I Need,William Black,5tqjt07Jes01AokedrhRtQ,45
1905,Nightlight,ILLENIUM,06kxa3al7bUqRRo5nAFduZ,66
1906,Nightlight,ILLENIUM,06kxa3al7bUqRRo5nAFduZ,66
1907,All Eyes On Me,Bo Burnham,3rV5y8rcQrwRt9fWGLmjOQ,72
1908,All Eyes On Me,Bo Burnham,3rV5y8rcQrwRt9fWGLmjOQ,72
1909,Let You Know,Flume,7p0tz5SeCrSxTLSvwR8W3D,62
1911,STAY (with Justin Bieber),The Kid LAROI,5HCyWlXZPP0y6Gqq8TgA20,97
1912,Just A Mess,Tones And I,24RCh9nhADnz72QwspioB6,59
1913,Renegade (feat. Taylor Swift),Big Red Machine,1aU1wpYBSpP0M6IiihY5Ue,69
1914,You Right,Doja Cat,0k4d5YPDr1r7FX77VdqWez,89
1915,STAY (with Justin Bieber),The Kid LAROI,5HCyWlXZPP0y6Gqq8TgA20,97
1916,Bad Habits,Ed Sheeran,3rmo8F54jFF8OgYsqTxm5d,95
1917,Reckless,Madison Beer,5ajjAnNRh8bxFvaVHzpPjh,84
1918,Demeanor (feat. Dua Lipa),Pop Smoke,3DMs7bahbQTnoxCjgP7qoK,73
1919,Payphone,Maroon 5,1XGmzt0PVuFgQYYnV2It7A,84
1920,Good Life (with G-Eazy & Kehlani),G-Eazy,0Oa9mHOnH14GZ4toWwkf4c,65
1921,Love The Way You Lie,Eminem,15JINEqzVMv3SvJTAXAKED,83
1922,Love The Way You Lie,Eminem,15JINEqzVMv3SvJTAXAKED,83
1923,Bamboléo,Gipsy Kings,3iB8eciGU9vZkaDYkz7Ir9,70
1924,Feel This Moment (feat. Christina Aguilera),Pitbull,0Hf4aIJpsN4Os2f0y0VqWl,79
1925,Feel This Moment (feat. Christina Aguilera),Pitbull,0Hf4aIJpsN4Os2f0y0VqWl,79
1926,Just Like You,Louis Tomlinson,5IF6IBPqbclVR7SQKmCIyA,61
1927,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,91
1928,Cheating on You,Charlie Puth,0ClPIeT6MSgfSgQ9ZrJbAq,80
1929,SOS (feat. Aloe Blacc),Avicii,2x0RZdkZcD8QRI53XT4GI5,75
1930,My House,Flo Rida,5z8fBFeq3dCky5lPNrGuQx,0
1931,Say My Name,David Guetta,0YammaEkYSeo9vQYZ1OwS6,75
1932,Cheerleader - Felix Jaehn Remix Radio Edit,OMI,7vFoFDWqTX0mHzLfrF1Cfy,78
1933,SOS (feat. Aloe Blacc),Avicii,2x0RZdkZcD8QRI53XT4GI5,75
1934,Cheerleader - Felix Jaehn Remix Radio Edit,OMI,7vFoFDWqTX0mHzLfrF1Cfy,78
1935,Hope,The Chainsmokers,4BiiOzZCrXEzHRLYcYFiD5,69
1936,Don't Leave Me Now,Lost Frequencies,59VDjcpB2I8psQasslQpdK,63
1937,Another Life (feat. Alida),Lucas & Steve,4snOHAw3BxiKWFeOyLeEpB,62
1938,Higher (feat. iann dior) - Dimitri Vegas & Like Mike Remix,Clean Bandit,1mkyynaUpbuzxGPUEBCVic,41
1939,exile (feat. Bon Iver),Taylor Swift,4pvb0WLRcMtbPGmtejJJ6y,83
1940,Sleepover,Litany,1X0oGnw7yE9fZUeKUdrYFg,43
1942,All My Friends,AJ Mitchell,5Xq7KPZSONkhHx6DFTAbTz,62
1943,Astronomy,Conan Gray,7mAB9uFSQHhbbicE5Fy5HA,0
1944,Glad You Came,The Wanted,5yDL13y5giogKs2fSNf7sj,79
1945,Kiss Me More (feat. SZA),Doja Cat,748mdHapucXQri7IAO8yFK,90
1946,No Lie,Sean Paul,48QmG1dfvMuYLxMPt7KSRA,87
1947,The Blower's Daughter,Damien Rice,3pKAXCV7hEAfTTtNkY2r35,0
1948,Not Allowed,TV Girl,0jA4h2SD50Oak4C3Vn905a,83
1949,Brush Fire,Gracie Abrams,4jp8ragG1fHm1eucECebYF,57
1950,Just Like You,Louis Tomlinson,5IF6IBPqbclVR7SQKmCIyA,61
1951,Shots,Imagine Dragons,2h6HdN3oPr4JijIQV29hv1,56
1952,Animals,Maroon 5,3h4T9Bg8OVSUYa6danHeH5,69
1953,Butterflies,MAX,7eQHxigpuDJjCG50JyzU8v,78
1954,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,91
1955,Shower,Becky G,3DmW6y7wTEYHJZlLo1r6XJ,79
1956,Believer,Imagine Dragons,0pqnGHJpmpxLKifKRmU6WP,89
1957,Perfect,One Direction,3NLnwwAQbbFKcEcV8hDItk,79
1958,Radioactive,Imagine Dragons,7GMJKtOtcOAXzV8oxCBr5i,0
1959,I Like Me Better,Anthony de la Torre,3F9aav1FoBnfKGEdtuQWdu,51
1960,Break My Heart Myself (feat. Travis Barker),Bebe Rexha,3UjGudrhckjEQjKHLR3p5G,59
1961,I'm a Mess,Bebe Rexha,04ZTP5KsCypmtCmQg5tH9R,77
1962,Lost Cause,Billie Eilish,6AtjimTjYWhch6tMf8f75b,0
1963,dancing in the kitchen,LANY,04Tlybe6qZEsbdxWPSZ2wI,0
1964,Emptiness,Zodiac Wave,0hn1lhRCoTKN0XWKDqsZQZ,50
1965,t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,1QL7nSDZCwZMnbisV4KOXt,77
1966,Cheating on You,Charlie Puth,0ClPIeT6MSgfSgQ9ZrJbAq,80
1967,closure,Taylor Swift,35rdVq36LMHQX0Suw9a6tK,64
1968,anxiety (with FRND),blackbear,7AhlMDKQelsNkWvFeZvmtC,64
1969,Leave The Door Open,Bruno Mars,7MAibcTli4IisCtbHKrGMh,87
1970,Lonely (with benny blanco),Justin Bieber,4y4spB9m0Q6026KfkAvy9Q,80
1971,Watermelon Sugar,Harry Styles,6UelLqGlWMcVH1E5c4H7lY,90
1972,Stressed Out,Twenty One Pilots,3CRDbSIZ4r5MsZ0YwxuEkn,86
1973,you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,88
1974,Why Did I Answer?,Porsche Love,28TpzUIZmbj2Va4E0FkcFa,49
1975,If I Could,Brynn Cartelli,4Q1p1yb2ri1t920HOxuwqZ,60
1976,I Got You - Cheat Codes Remix,Bebe Rexha,5o5m5E8wtEB2BMr1gwI9Gc,40
1977,good 4 u,Olivia Rodrigo,4ZtFanR9U6ndgddUvNcjcG,95
1978,Heather,Conan Gray,4xqrdfXkTW4T0RauPLv3WA,88
1979,Nothing's the Same,Alexander 23,3vSLSOhE8HWBC2WiN0j0hD,64
1980,Grenade,Bruno Mars,4lLtanYk6tkMvooU0tWzG8,81
1981,Higher Power,Coldplay,02Ic9pia5uuFFF0DZmidaz,0
1982,Night Changes,One Direction,5O2P9iiztwhomNh8xkR9lJ,85
1983,seaside_demo,SEB,1SgUjGzbmmMOsGFTVwQ59L,76
1984,seaside_demo,SEB,1SgUjGzbmmMOsGFTVwQ59L,76
1985,Night Changes,One Direction,5O2P9iiztwhomNh8xkR9lJ,85
1986,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,0qOnSQQF0yzuPWsXrQ9paz,84
1987,Hold On,Justin Bieber,72Zxa0ua3FOyfARL5gvhQn,0
1988,Hymn for the Weekend - Seeb Remix,Coldplay,20U4dch5pfxEr6ww1S9tm4,0
1989,Bright Eyes,Art Garfunkel,3Jy0dWV5AnnfyTvHK6UWof,63
1990,i don't want to watch the world end with someone else,Clinton Kane,58qX77t2VWMWcycsh9zKLc,74
1991,exile (feat. Bon Iver),Taylor Swift,4pvb0WLRcMtbPGmtejJJ6y,83
1992,Game of Thrones - Theme,London Music Works,2Svlb4Z8L8L1CYoJTLlvw6,54
1993,Heather,Conan Gray,4xqrdfXkTW4T0RauPLv3WA,88
1994,Heather,Conan Gray,4xqrdfXkTW4T0RauPLv3WA,88
1995,"Alone, Pt. II",Alan Walker,0bMbDctzMmTyK2j74j3nF3,78
1996,SOS (feat. Aloe Blacc),Avicii,2x0RZdkZcD8QRI53XT4GI5,75
1998,Hero (feat. Christina Perri),Cash Cash,5g1BARk25uUJtEPSUwcjnU,72
1999,Going Dumb,Alesso,7arsXR8AtExnOFN3v3HiJI,72
2000,Timber (feat. Ke$ha),Pitbull,3cHyrEgdyYRjgJKSOiOtcS,82
2001,Baarishein,Anuv Jain,5iCY0TXNImK4hyKfcplQsg,69
2002,Heathens,Twenty One Pilots,6i0V12jOa3mr6uu4WYhUBr,83
2003,Baarishein,Anuv Jain,5iCY0TXNImK4hyKfcplQsg,69
2004,Shots - Broiler Remix,Imagine Dragons,0fsEFwLSJTSHSawhe864Cp,69
2005,People Watching,Conan Gray,4JeOesjcWWlprTAvucDSJX,81
2006,The Rains of Castamere,Ramin Djawadi,0CHvs1UmxA90B2apIpbWCC,58
2007,The Rains of Castamere (From the HBO® Series Game Of Thrones - Season 4),Ramin Djawadi,0gqcMEBHKjJ41KanVZWI9d,43
2008,The Rains Of Castomere,The National,6VnLn1tg0c8H8QpwPADBaz,51
2009,The Rains Of Castomere,The National,6VnLn1tg0c8H8QpwPADBaz,51
2010,The Rains Of Castomere,The National,6VnLn1tg0c8H8QpwPADBaz,51
2011,Look What You Made Me Do,Taylor Swift,1P17dC1amhFzptugyAO7Il,80
2012,Talking to the Moon,Bruno Mars,4RATA8PsuYPzqnvxuif6Rq,0
2013,Lonely (with benny blanco),Justin Bieber,4y4spB9m0Q6026KfkAvy9Q,80
2014,Take Me To Church,Hozier,3dYD57lRAUcMHufyqn9GcI,85
2015,The Blower's Daughter,Damien Rice,3pKAXCV7hEAfTTtNkY2r35,0
2017,deja vu,Olivia Rodrigo,6HU7h9RYOaPRFeh0R3UeAr,90
2018,Forever,Lewis Capaldi,12OLyHDxt6dqlAybSPFBK3,75
2019,Arcade,Duncan Laurence,1Xi84slp6FryDSCbzq4UCD,84
2020,Power is Power (feat. The Weeknd & Travis Scott),SZA,4cbdPT6uaBOgOQe3fLMofl,67
2021,Talking to the Moon,Bruno Mars,4RATA8PsuYPzqnvxuif6Rq,0
2022,Love Yourself,Justin Bieber,50kpGaPAhYJ3sGmk6vplg0,84
2023,Take Me To Church,Hozier,3dYD57lRAUcMHufyqn9GcI,85
2025,Just My Type,The Vamps,29VLdEqFvd0l4JFscCnrp7,66
2026,Reckless,Madison Beer,5ajjAnNRh8bxFvaVHzpPjh,84
2027,Reckless,Madison Beer,5ajjAnNRh8bxFvaVHzpPjh,84
2028,Drag Me Down,One Direction,2K87XMYnUMqLcX3zvtAF4G,82
2029,Closer,The Chainsmokers,7BKLCZ1jbUBVqRi2FVlTVw,86
2030,Sexy Bitch (feat. Akon),David Guetta,127uq83uGFapbddqiMUKky,78
2031,Body Back (feat. Maia Wright) - Deniz Koyu Remix,Gryffin,6D72WFltGvVYuHMzQocBEY,48
2032,My House,Flo Rida,5z8fBFeq3dCky5lPNrGuQx,0
2033,"Alone, Pt. II",Alan Walker,0bMbDctzMmTyK2j74j3nF3,78
2034,Lose Somebody,Kygo,1sgDyuLooyvEML4oHspNza,76
2035,Be Kind (with Halsey),Marshmello,3Z8FwOEN59mRMxDCtb8N0A,80
2036,EveryTime I Cry,Ava Max,0mV43B6pJWRjcM5TmzNe6d,77
2037,My Way,Calvin Harris,1vvNmPOiUuyCbgWmtc6yfm,77
2038,Cloudy Day,Tones And I,1l446Y9bxffR2hXpz2ovWb,0
2039,All I Want (Floorplan Remix) [Extended Mix] (feat. Andrea Martin),Secondcity,3hNUBrC2TTPWBNxtW2ZFzh,24
2042,Hero (feat. Christina Perri),Cash Cash,5g1BARk25uUJtEPSUwcjnU,72
2043,Silence,Marshmello,7vGuf3Y35N4wmASOKLUVVU,82
2044,Say My Name,David Guetta,0YammaEkYSeo9vQYZ1OwS6,75
2045,Say My Name,David Guetta,0YammaEkYSeo9vQYZ1OwS6,75
2046,Sick Boy,The Chainsmokers,58kZ9spgxmlEznXGu6FPdQ,72
2047,Say My Name,David Guetta,0YammaEkYSeo9vQYZ1OwS6,75
2048,Leave Before You Love Me (with Jonas Brothers),Marshmello,4qu63nuBpdn0qHUHuObEj1,87
2049,Happy Now,Zedd,4keoy2fqgwGnbWlm3ZVZFa,73
2050,What's Up,Gaullin,12yj178KaJo8PrddT0StaL,69
2051,Arcade,Duncan Laurence,1Xi84slp6FryDSCbzq4UCD,84
2052,Who Do You Love,The Chainsmokers,2fVHrSxsQbJUuj9MW9zG1e,75
2054,When I Need You,Céline Dion,3UechF8u88C4qkP6jkctNS,54
2055,Hymn for the Weekend - Seeb Remix,Coldplay,20U4dch5pfxEr6ww1S9tm4,0
2057,Beautiful Now,Zedd,2ISSQPb9LHHiV6ng2NXosL,72
2058,Let Me Love You,DJ Snake,0lYBSQXN6rCTvUZvg9S0lU,84
2059,Won't Bite (feat. Smino),Doja Cat,7k51pIqTGEHHZOnpI11Qq2,73
2061,Shots,Imagine Dragons,2h6HdN3oPr4JijIQV29hv1,56
2062,STAY (with Justin Bieber),The Kid LAROI,5HCyWlXZPP0y6Gqq8TgA20,97
2063,Radioactive,Imagine Dragons,7GMJKtOtcOAXzV8oxCBr5i,0
2064,STAY (with Justin Bieber),The Kid LAROI,5HCyWlXZPP0y6Gqq8TgA20,97
2065,anxiety (with FRND),blackbear,7AhlMDKQelsNkWvFeZvmtC,64
2066,Astronomy,Conan Gray,7mAB9uFSQHhbbicE5Fy5HA,0
2067,Wonder,Shawn Mendes,2XkujSisSbHTexbzVHHvYl,0
2068,Two of Us,Louis Tomlinson,1eqwjXdMTed8Pz3PLNcHe9,67
2069,Lost Cause,Billie Eilish,6AtjimTjYWhch6tMf8f75b,0
2070,t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,1QL7nSDZCwZMnbisV4KOXt,77
2071,Lost In Japan,Shawn Mendes,79esEXlqqmq0GPz0xQSZTV,74
2072,Lost In Japan,Shawn Mendes,79esEXlqqmq0GPz0xQSZTV,74
2073,Solar Power,Lorde,7s2kWabRM60W9I61HpKg8C,73
2074,Shots - Broiler Remix,Imagine Dragons,0fsEFwLSJTSHSawhe864Cp,69
2075,She's My Collar (feat. Kali Uchis),Gorillaz,3lIxtCaROdRDuTnNBDm3n2,77
2076,Nothing's the Same,Alexander 23,3vSLSOhE8HWBC2WiN0j0hD,64
2077,Hold It Against Me,Britney Spears,7Dyq1bhhjknLKEGg4k5NLr,61
2078,Payphone,Maroon 5,1XGmzt0PVuFgQYYnV2It7A,84
2079,Alive,Empire of the Sun,2O9O26335YYVckmRgPKY3s,66
2080,Diamonds,Rihanna,6O20JhBJPePEkBdrB5sqRx,78
2081,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,91
2082,Reckless,Madison Beer,5ajjAnNRh8bxFvaVHzpPjh,84
2083,bad guy,Billie Eilish,7gqzrIO0qZPKkaqhIZ8ftz,0
2084,Lonely (with benny blanco),Justin Bieber,4y4spB9m0Q6026KfkAvy9Q,80
2085,bad guy,Billie Eilish,7gqzrIO0qZPKkaqhIZ8ftz,0
2086,Believer,Imagine Dragons,0pqnGHJpmpxLKifKRmU6WP,89
2087,Grenade,Bruno Mars,4lLtanYk6tkMvooU0tWzG8,81
2088,Leave The Door Open,Bruno Mars,7MAibcTli4IisCtbHKrGMh,87
2089,Night Changes,One Direction,5O2P9iiztwhomNh8xkR9lJ,85
2090,Break My Heart Myself (feat. Travis Barker),Bebe Rexha,3UjGudrhckjEQjKHLR3p5G,59
2091,"I miss you, I’m sorry",Gracie Abrams,4nyF5lmSziBAt7ESAUjpbx,74
2092,Ode To My Family,The Cranberries,5kcsc92tGAjS0uvhDY3Mok,73
2093,No Lie,Sean Paul,48QmG1dfvMuYLxMPt7KSRA,87
2094,Kiss Me More (feat. SZA),Doja Cat,748mdHapucXQri7IAO8yFK,90
2095,Fingers Crossed (with Julia Michaels),Trevor Daniel,3G0T9gfKq0Wo6ofdWAOEa5,51
2096,you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,88
2097,Heathens,Twenty One Pilots,6i0V12jOa3mr6uu4WYhUBr,83
2098,deja vu,Olivia Rodrigo,6HU7h9RYOaPRFeh0R3UeAr,90
2099,i don't want to watch the world end with someone else,Clinton Kane,58qX77t2VWMWcycsh9zKLc,74
2100,i don't want to watch the world end with someone else,Clinton Kane,58qX77t2VWMWcycsh9zKLc,74
2101,STAY (with Justin Bieber),The Kid LAROI,5HCyWlXZPP0y6Gqq8TgA20,97
2102,Knock Knock,SoFaygo,6aHoPULNO7pSL2ZfUY0bU8,79
2103,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,6FuGJB290AQMAHTfjOYVaK,76
2104,NUMB,Chri$tian Gate$,1BPBwKueIEMnUcbbs2te7B,75
2105,Hate You + Love You (feat. AJ Mitchell),Cheat Codes,7DgkSYT6vh3UAYQlFbsj6z,70
2106,Into Your Arms (feat. Ava Max),Witt Lowry,0b11D9D0hMOYCIMN3OKreM,81
2107,MONTERO (Call Me By Your Name),Lil Nas X,1SC5rEoYDGUK4NfG82494W,91
2108,Party Girl,StaySolidRocky,5RqR4ZCCKJDcBLIn4sih9l,76
2109,Mood (feat. iann dior),24kGoldn,4jPy3l0RUwlUI9T5XHBW2m,89
2110,Ode To My Family,The Cranberries,5kcsc92tGAjS0uvhDY3Mok,73
2111,Radioactive,Imagine Dragons,7GMJKtOtcOAXzV8oxCBr5i,0
2112,Heart Attack,Demi Lovato,1V6gIisPpYqgFeWbMLI0bA,82
2113,exile (feat. Bon Iver),Taylor Swift,4pvb0WLRcMtbPGmtejJJ6y,83
2114,Be Kind (with Halsey),Marshmello,3Z8FwOEN59mRMxDCtb8N0A,80
2115,Call You Mine,The Chainsmokers,2oejEp50ZzPuQTQ6v54Evp,77
2116,Sexy Bitch (feat. Akon),David Guetta,127uq83uGFapbddqiMUKky,78
2117,Into Your Arms (feat. Ava Max),Witt Lowry,0b11D9D0hMOYCIMN3OKreM,81
2119,Into Your Arms (feat. Ava Max),Witt Lowry,0b11D9D0hMOYCIMN3OKreM,81
2120,Falling,Trevor Daniel,0Aqi7ArnBrGblW5T6p2jmD,84
2121,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,0OI7AFifLSoGzpb8bdBLLV,75
2122,Changes,Hayd,7KhzNtBj6hmB08fyJCIRb3,72
2123,Back To U,SLANDER,19m23w2ANVhtB7rApM6pbN,64
2124,Time,NF,6MxMqCgqmekcr0VwSU7AVH,74
2125,7UP,Boy In Space,4cB00WOFuQFLoDpnydcx8c,62
2126,Hate The Way (feat. blackbear),G-Eazy,3QGppKBPd9gHOgHJzRbVIw,65
2127,lie to me,Ali Gatie,4NUgJ9gYHuAhaT3bj9ONh3,64
2128,Do You Believe,Ali Gatie,0hBtrt4zaF98uzWtjLH1Ch,0
2129,Do You Believe,Ali Gatie,0hBtrt4zaF98uzWtjLH1Ch,0
2132,ANGELS & DEMONS,jxdn,3mkz6eI4Sram8UhO3teU76,74
2133,I Don't Want You Back,AJ Mitchell,38nKfxyRrjYfx0ODX1W5yB,66
2134,Chasing_(Demo),NF,4f80SteKqaB6M2JytEUrwT,68
2135,hot girl bummer,blackbear,6jRq8gaZhMUyy5RclRPcAf,85
2136,idfc - Tarro Remix,blackbear,1wsZ0cp5He4Wm4yohNjwIs,69
2137,Ridiculous Thoughts,The Cranberries,4qeRLhbW4CszknXMSUYrS4,53
2138,Ridiculous Thoughts,The Cranberries,4qeRLhbW4CszknXMSUYrS4,53
2141,Pain - Remastered,Blackfield,4IuSFMbhtQsypAn4xIbsa7,49
2142,Send Me An Angel,Scorpions,1bKQ48M9onID2kbSpRy8kK,72
2143,Under Your Spell,The Birthday Massacre,5VAZxxmwARQ6bMmNUYBong,50
2144,Frozen,Madonna,6lknMmJZALXxx7emwwZWLX,80
2145,STAY (with Justin Bieber),The Kid LAROI,5HCyWlXZPP0y6Gqq8TgA20,97
